label,alg,problema,exp,obj,pct_otimista,vies_med,wape_final,mu_neg_pct,f_neg_pct,origem_ger
swap_medium-lhs_DTLZ2,b5m,DTLZ2,sweep-medium-lhs,1,0.6571428571428571,-0.007227897644042969,0.05299811012621151,0.11428571428571428,0.0,381
swap_medium-lhs_DTLZ2,b5m,DTLZ2,sweep-medium-lhs,2,0.8285714285714286,-0.015078723430633545,0.04912448108168047,0.13333333333333333,0.0,381
swap_medium-lhs_DTLZ2,b5r,DTLZ2,sweep-medium-lhs,0,0.71,-0.012194305658340454,0.055491560867444466,0.11,0.0,408
swap_medium-lhs_DTLZ2,b5r,DTLZ2,sweep-medium-lhs,1,0.82,-0.028611458837985992,0.0988543481763742,0.09,0.0,408
swap_medium-lhs_DTLZ2,b5r,DTLZ2,sweep-medium-lhs,2,0.78,-0.01687490940093994,0.08008195544491897,0.01,0.0,408
swap_medium-lhs_DTLZ2,e103,DTLZ2,sweep-medium-lhs,0,0.49,0.024191468954086304,1.0319556037024797,0.1,0.0,99
swap_medium-lhs_DTLZ2,e103,DTLZ2,sweep-medium-lhs,1,0.49,0.017813488841056824,0.9238637679153525,0.15,0.0,99
swap_medium-lhs_DTLZ2,e103,DTLZ2,sweep-medium-lhs,2,0.46,0.04517647624015808,0.820107616280162,0.11,0.0,99
swap_medium-lhs_MMF16_20,moead_media,MMF16_20,sweep-medium-lhs,0,1.0,-1.0070348978042603,1.0,0.0,0.0,381
swap_medium-lhs_MMF16_20,moead_media,MMF16_20,sweep-medium-lhs,1,1.0,-0.9745165705680847,1.0,0.0,0.0,381
swap_medium-lhs_MMF16_20,moead_media,MMF16_20,sweep-medium-lhs,2,1.0,-1.7528657913208008,1.0,0.0,0.0,381
swap_medium-lhs_MMF16_20,b5m,MMF16_20,sweep-medium-lhs,0,1.0,-2.757637500568842,0.9999999997351349,0.0,0.0,381
swap_medium-lhs_MMF16_20,b5m,MMF16_20,sweep-medium-lhs,1,1.0,-0.5323301404714584,9.254297396983324,1.0,0.0,381
swap_medium-lhs_MMF16_20,b5m,MMF16_20,sweep-medium-lhs,2,1.0,-0.5040674293556666,477.9475949088829,1.0,0.0,381
