label,exp,problema,tier,dist,status,motivo_parada,maxfe,fe_final,n_ger,algo_version,env,cache_hits,fallback,n_retries,stack_trace,has_params_5,fit_series_len,sonda_nblocos_5,sonda_S_5,t_total,t_fit,t_busca,t_aval_real,t_sonda,sd_keys,sd_modelo_hp_null,sd_sigma_null,sd_mode12,D,M,n1,u1_n1_eq_maxfe,u1_n1_eq_esperado,u1_fase_init_pct,u1_fe_index_denso,u1_solution_id_denso,u2_ds_n,u2_dX_max,u2_dF_max,u2_bitaabit,u2_ds_tier,u2_ds_dist,u2_doe_hash_eq_cp,n2,n3,n3_sonda,n3_offline,n3_regimes,u10_ger_min,u10_ger_max,u10_ger_denso,N_lattice,u10_pop_const,u10_n3off_eq,c3_fe_surr,c3_overshoot_ok,c3_nger_formula,f2_sigma_nan_pct,f2_mu_nan_pct,f3_rsid_null_pct,u8_fe_treino_max_u,u8_fe_treino_ok,c8_espaco,c8_transf_null,c1_modelo_flag,c1_pred_tipo,c1_pred_cls_null,c17_sonda_ger_null,u5_n_sonda,u5_dX_max,u5_ok,u5_hash_ok,n4,u3_n4_eq1,u3_nacum,u3_nacum_ok,u7_fit_busca,u7_tempo_ger,u7_le,u7_sonda_excluida,j_bad,j_badtxt,j_header,j_sonda,j_decision,j_footer,j_guard,j_recs,u10_dec_eq_nger,u10_dec_denso,c9_caminho,c9_motivo,c9_chaves_dec,f3_nds_membros0,j_fe_const,j_fbest_len,j_nfront1_min,j_nfront1_max,u4_sonda_ev,u4_npontos,u4_hashcheck,u4_sonda_ger,j_footer_status,j_footer_nfinal,j_footer_nnd,u9_cache_footer,j_footer_cpinit,n7,u12_nd_recomputo_ok,u12_nd,u12_fantasia,u12_origem_ger_u,u12_origem_ger_ok,u12_rsid_null,u12_n7_eq_pop,u12_footer_ok,u12_linha_denso,u12_link_dX,u12_link_bit,u11_erro_fantasia_med,u11_erro_fant_rel_med,u11_mu_menor_pct,c14_turnover_med,c14_turnover_mean,c14_turnover_g1,c14_turnover_ult,c14_turnover_max,c14_gers_sem_mudanca,c14_turnover_q1,c14_turnover_q4
ZDT4,off,ZDT4,small,lhs,ok,orcamento,309,309,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,38.8479,2.2264,33.9447,0.0,0.5894,20,True,True,True,10,2,309,True,True,1.0,True,True,309,0.0,0.0,True,small,lhs,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,308,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,309,True,36.171045541763306,36.17104721069336,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,7,47,1,20000,ok,1,ok,50,17,0,True,50,True,17,0.34,801,True,True,True,True,True,0.0,True,87.99474552180618,0.830039034413257,0.66,0.2,0.267725,1.0,0.04,1.0,2,0.4077,0.21840000000000004
ZDT6,off,ZDT6,small,lhs,ok,orcamento,309,309,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,38.3542,1.8362,33.2082,0.0,0.5796,20,True,True,True,10,2,309,True,True,1.0,True,True,309,0.0,0.0,True,small,lhs,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,308,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,309,True,35.044384241104126,35.04438400268555,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,1,49,1,20000,ok,1,ok,50,18,0,True,50,True,18,0.36,801,True,True,True,True,True,0.0,True,1.0,1.0,0.51,0.0,0.06597499999999999,0.98,0.0,0.98,729,0.26389999999999997,0.0
swap_medium-lhs_DTLZ2,sweep-medium-lhs,DTLZ2,medium,lhs,ok,orcamento,2000,2000,381,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,607.3924,370.7104,203.3937,0.0,28.4599,20,True,True,True,12,3,2000,True,True,1.0,True,True,2000,0.0,0.0,True,medium,lhs,True,0,60005,20000,40005,offline|sonda,1,381,True,105,True,True,40005,True,True,1.0,0.0,1.0,1999,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,2000,True,574.1040649414062,574.1040649414062,True,True,0,,1,1,381,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,3,105,1,20000,ok,1,ok,105,105,0,True,105,True,105,1.0,381,True,True,True,True,True,0.0,True,0.3139646053314209,1.0,1.0,0.0,0.08235588972431078,1.0,0.0,1.0,346,0.3294235588972431,0.0
swap_medium-lhs_MMF16_20,sweep-medium-lhs,MMF16_20,medium,lhs,ok,orcamento,2000,2000,381,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,738.3407,495.4579,208.3228,0.0,29.5438,20,True,True,True,20,3,2000,True,True,1.0,True,True,2000,0.0,0.0,True,medium,lhs,True,0,60005,20000,40005,offline|sonda,1,381,True,105,True,True,40005,True,True,1.0,0.0,1.0,1999,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,2000,True,703.7807769775391,703.78076171875,True,True,0,,1,1,381,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,105,105,1,20000,ok,1,ok,105,38,0,True,105,True,38,0.3619047619047619,381,True,True,True,True,True,0.0,True,1.2697620391845703,1.0,1.0,0.0,0.0,0.0,0.0,0.0,380,0.0,0.0
swap_medium-lhs_WFG9,sweep-medium-lhs,WFG9,medium,lhs,ok,orcamento,2000,2000,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,514.596,344.3841,148.5085,0.0,19.3309,20,True,True,True,22,2,2000,True,True,1.0,True,True,2000,0.0,0.0,True,medium,lhs,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,1999,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,2000,True,492.8926086425781,492.8926086425781,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,8,46,1,20000,ok,1,ok,50,1,0,True,50,True,1,0.02,801,True,True,True,True,True,0.0,True,1.1249972134828568,0.6108093136167198,0.75,0.16,0.20962499999999998,0.9,0.12,1.0,27,0.39189999999999997,0.0805
swap_medium-lhs_ZDT1,sweep-medium-lhs,ZDT1,medium,lhs,ok,orcamento,2000,2000,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,688.4993,515.3444,151.2403,0.0,19.6993,20,True,True,True,30,2,2000,True,True,1.0,True,True,2000,0.0,0.0,True,medium,lhs,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,1999,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,2000,True,666.5846557617188,666.5846557617188,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,9,39,1,20000,ok,1,ok,50,18,0,True,50,True,18,0.36,801,True,True,True,True,True,0.0,True,0.036306027323007584,0.14628195370629118,0.12,0.16,0.20902500000000004,1.0,0.14,1.0,12,0.3729,0.12810000000000002
swap_medium-lhs_ZDT4,sweep-medium-lhs,ZDT4,medium,lhs,ok,orcamento,2000,2000,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,248.4393,80.0246,145.8209,0.0,19.5657,20,True,True,True,10,2,2000,True,True,1.0,True,True,2000,0.0,0.0,True,medium,lhs,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,1999,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,2000,True,225.84555053710938,225.84555053710938,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,1,49,1,20000,ok,1,ok,50,10,0,True,50,True,10,0.2,801,True,True,True,True,True,0.0,True,72.42239325493755,1.0,0.99,0.0,0.03435,0.96,0.0,0.98,761,0.11289999999999999,0.0
swap_medium-mvns_DTLZ2,sweep-medium-mvns,DTLZ2,medium,mvns,ok,orcamento,2000,2000,381,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,610.2503,378.8587,198.2623,0.0,28.4952,20,True,True,True,12,3,2000,True,True,1.0,True,True,2000,0.0,0.0,True,medium,mvns,True,0,60005,20000,40005,offline|sonda,1,381,True,105,True,True,40005,True,True,1.0,0.0,1.0,1999,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,2000,True,577.1209869384766,577.1209716796875,True,True,0,,1,1,381,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,3,105,1,20000,ok,1,ok,105,4,0,True,105,True,4,0.0380952380952381,381,True,True,True,True,True,0.0,True,0.5835684537887573,1.0,1.0,0.0,0.16112781954887218,0.9904761904761905,0.0,1.0,306,0.6445112781954887,0.0
swap_medium-mvns_MMF16_20,sweep-medium-mvns,MMF16_20,medium,mvns,ok,orcamento,2000,2000,381,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,749.3003,516.4055,200.21,0.0,28.862,20,True,True,True,20,3,2000,True,True,1.0,True,True,2000,0.0,0.0,True,medium,mvns,True,0,60005,20000,40005,offline|sonda,1,381,True,105,True,True,40005,True,True,1.0,0.0,1.0,1999,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,2000,True,716.6155242919922,716.6155395507812,True,True,0,,1,1,381,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,1,105,1,20000,ok,1,ok,105,6,0,True,105,True,6,0.05714285714285714,381,True,True,True,True,True,0.0,True,0.24679064750671387,1.0,1.0,0.12380952380952381,0.3432581453634085,0.8666666666666667,0.10476190476190476,1.0,67,0.8178446115288219,0.08100250626566415
swap_medium-mvns_WFG9,sweep-medium-mvns,WFG9,medium,mvns,ok,orcamento,2000,2000,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,487.5211,317.1381,148.2531,0.0,19.2688,20,True,True,True,22,2,2000,True,True,1.0,True,True,2000,0.0,0.0,True,medium,mvns,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,1999,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,2000,True,465.39112854003906,465.39111328125,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,2,50,1,20000,ok,1,ok,50,50,0,True,50,True,50,1.0,801,True,True,True,True,True,0.0,True,2.0678296200931072,0.7122886826039471,1.0,0.0,0.2187,1.0,0.0,1.0,549,0.7192000000000001,0.0
swap_medium-mvns_ZDT1,sweep-medium-mvns,ZDT1,medium,mvns,ok,orcamento,2000,2000,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,761.7418,591.4018,148.4305,0.0,19.7465,20,True,True,True,30,2,2000,True,True,1.0,True,True,2000,0.0,0.0,True,medium,mvns,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,1999,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,2000,True,739.8322906494141,739.832275390625,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,10,36,1,20000,ok,1,ok,50,22,0,True,50,True,22,0.44,801,True,True,True,True,True,0.0,True,0.03508520871400833,0.05534198225448919,0.65,0.16,0.22802500000000003,1.0,0.04,1.0,1,0.39099999999999996,0.1555
swap_medium-mvns_ZDT4,sweep-medium-mvns,ZDT4,medium,mvns,ok,orcamento,2000,2000,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,243.4142,78.2996,143.0956,0.0,19.0311,20,True,True,True,10,2,2000,True,True,1.0,True,True,2000,0.0,0.0,True,medium,mvns,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,1999,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,2000,True,221.39520263671875,221.39520263671875,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,1,49,1,20000,ok,1,ok,50,50,0,True,50,True,50,1.0,801,True,True,True,True,True,0.0,True,72.42689258605242,1.0,1.0,0.0,0.08310000000000001,0.94,0.0,0.98,686,0.2891,0.0
swap_small-lhs_DTLZ2,sweep-small-lhs,DTLZ2,small,lhs,ok,orcamento,371,371,381,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,57.6854,5.1134,46.5037,0.0,1.4473,20,True,True,True,12,3,371,True,True,1.0,True,True,371,0.0,0.0,True,small,lhs,True,0,60005,20000,40005,offline|sonda,1,381,True,105,True,True,40005,True,True,1.0,0.0,1.0,370,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,371,True,51.6170539855957,51.6170539855957,True,True,0,,1,1,381,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,1,91,1,20000,ok,1,ok,105,99,0,True,105,True,99,0.9428571428571428,381,True,True,True,True,True,0.0,True,2.188244342803955,1.0,1.0,0.0,0.15077694235588976,0.9904761904761905,0.0,0.9904761904761905,306,0.552280701754386,0.0
swap_small-lhs_MMF16_20,sweep-small-lhs,MMF16_20,small,lhs,ok,orcamento,619,619,381,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,84.5451,22.8663,54.6267,0.0,3.1096,20,True,True,True,20,3,619,True,True,1.0,True,True,619,0.0,0.0,True,small,lhs,True,0,60005,20000,40005,offline|sonda,1,381,True,105,True,True,40005,True,True,1.0,0.0,1.0,618,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,619,True,77.49308204650879,77.49308013916016,True,True,0,,1,1,381,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,46,82,1,20000,ok,1,ok,105,65,0,True,105,True,65,0.6190476190476191,381,True,True,True,True,True,0.0,True,1.0392295569181442,1.0348885159143393,1.0,0.13333333333333333,0.15892230576441102,0.9809523809523809,0.12380952380952381,0.9809523809523809,0,0.2782957393483709,0.08892230576441101
swap_small-lhs_WFG9,sweep-small-lhs,WFG9,small,lhs,ok,orcamento,681,681,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,70.9625,17.4828,48.3344,0.0,2.4814,20,True,True,True,22,2,681,True,True,1.0,True,True,681,0.0,0.0,True,small,lhs,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,680,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,681,True,65.81723403930664,65.8172378540039,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,8,48,1,20000,ok,1,ok,50,1,0,True,50,True,1,0.02,801,True,True,True,True,True,0.0,True,1.1247893571853638,0.7571940181875615,0.79,0.16,0.213375,0.96,0.06,1.0,19,0.41400000000000003,0.11019999999999999
swap_small-lhs_ZDT1,sweep-small-lhs,ZDT1,small,lhs,ok,orcamento,929,929,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,139.6989,66.9104,65.4435,0.0,4.9225,20,True,True,True,30,2,929,True,True,1.0,True,True,929,0.0,0.0,True,small,lhs,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,928,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,929,True,132.35388946533203,132.3538818359375,True,True,1,"Mac o caminho é local; não chame gcs.upload/sync aqui). Pins são decisão do autor (D80): NÃO instalar aqui.')""}",1,1,801,3,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,8,33,1,20000,ok,1,ok,50,23,0,True,50,True,23,0.46,801,True,True,True,True,True,0.0,True,0.0074714720249176025,0.021935468056450268,0.52,0.18,0.245925,1.0,0.18,1.0,2,0.39189999999999997,0.16450000000000004
swap_small-lhs_ZDT4,sweep-small-lhs,ZDT4,small,lhs,ok,orcamento,309,309,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,41.2441,2.3173,36.0568,0.0,0.5922,20,True,True,True,10,2,309,True,True,1.0,True,True,309,0.0,0.0,True,small,lhs,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,308,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,309,True,38.37415814399719,38.3741569519043,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,7,47,1,20000,ok,1,ok,50,17,0,True,50,True,17,0.34,801,True,True,True,True,True,0.0,True,87.99474552180618,0.830039034413257,0.66,0.2,0.267725,1.0,0.04,1.0,2,0.4077,0.21840000000000004
swap_small-mvns_DTLZ2,sweep-small-mvns,DTLZ2,small,mvns,ok,orcamento,371,371,381,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,56.7648,5.0175,46.2227,0.0,1.199,20,True,True,True,12,3,371,True,True,1.0,True,True,371,0.0,0.0,True,small,mvns,True,0,60005,20000,40005,offline|sonda,1,381,True,105,True,True,40005,True,True,1.0,0.0,1.0,370,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,371,True,51.24014616012573,51.24014663696289,True,True,0,,1,1,381,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,1,91,1,20000,ok,1,ok,105,102,0,True,105,True,102,0.9714285714285714,381,True,True,True,True,True,0.0,True,1.074565052986145,1.0,0.9873015873015873,0.0,0.10907268170426068,0.8666666666666667,0.0,0.8666666666666667,315,0.42125313283208027,0.0
swap_small-mvns_MMF16_20,sweep-small-mvns,MMF16_20,small,mvns,ok,orcamento,619,619,381,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,89.9927,23.7233,59.6148,0.0,3.2364,20,True,True,True,20,3,619,True,True,1.0,True,True,619,0.0,0.0,True,small,mvns,True,0,60005,20000,40005,offline|sonda,1,381,True,105,True,True,40005,True,True,1.0,0.0,1.0,618,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,619,True,83.33817672729492,83.33818054199219,True,True,0,,1,1,381,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,27,98,1,20000,ok,1,ok,105,52,0,True,105,True,52,0.49523809523809526,381,True,True,True,True,True,0.0,True,1.1773130901185584,1.3276495056153932,1.0,0.08571428571428572,0.1667669172932331,0.9714285714285714,0.05714285714285714,0.9904761904761905,3,0.41604010025062665,0.05744360902255638
swap_small-mvns_WFG9,sweep-small-mvns,WFG9,small,mvns,ok,orcamento,681,681,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,75.4919,18.6572,51.7512,0.0,2.4985,20,True,True,True,22,2,681,True,True,1.0,True,True,681,0.0,0.0,True,small,mvns,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,680,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,681,True,70.4083480834961,70.4083480834961,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,2,34,1,20000,ok,1,ok,50,11,0,True,50,True,11,0.22,801,True,True,True,True,True,0.0,True,2.1902151331305504,0.8793277022780578,1.0,0.24,0.3422,1.0,0.18,1.0,0,0.5869,0.25570000000000004
swap_small-mvns_ZDT1,sweep-small-mvns,ZDT1,small,mvns,ok,orcamento,929,929,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,134.9572,66.8544,61.1356,0.0,4.5272,20,True,True,True,30,2,929,True,True,1.0,True,True,929,0.0,0.0,True,small,mvns,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,928,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,929,True,127.99000930786133,127.9900131225586,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,8,35,1,20000,ok,1,ok,50,20,0,True,50,True,20,0.4,801,True,True,True,True,True,0.0,True,0.0006149709224700928,0.003102538583295441,0.51,0.18,0.24585,1.0,0.12,1.0,6,0.43379999999999996,0.1685
swap_small-mvns_ZDT4,sweep-small-mvns,ZDT4,small,mvns,ok,orcamento,309,309,801,piso-off-moead_media-1.0,env_b5,0,False,0,False,False,1,1,20000,43.3338,2.9309,36.6576,0.0,0.6343,20,True,True,True,10,2,309,True,True,1.0,True,True,309,0.0,0.0,True,small,mvns,True,0,60050,20000,40050,offline|sonda,1,801,True,50,True,True,40050,True,True,1.0,0.0,1.0,308,True,cru,True,moead_media/MOEAD-PBI+GPR-media,valor,True,True,20000,0.0,True,True,1,True,309,True,39.58854389190674,39.58854293823242,True,True,0,,1,1,801,2,0,decision|footer|header|sonda,True,True,moead_media_gen,"selecao no surrogate (MOEA/D mode 12, PBI; so a media)",caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,True,True,True,7,50,1,20000,ok,1,ok,50,1,0,True,50,True,1,0.02,801,True,True,True,True,True,0.0,True,101.59607447154121,408005086.2719058,0.5,0.12,0.15495,1.0,0.18,1.0,30,0.20639999999999997,0.1795
