config,celula,arquivo,n_header,n_decision,n_sonda,n_footer,n_guard,n_chaves_header,n_chaves_sigma,chaves_header,chaves_sigma,chaves_decision,hits_padrao
b5m,swap_small-lhs_WFG9,exp_sweep-small-lhs_b5m_WFG9_42.jsonl,1,801,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5m,swap_small-lhs_ZDT1,exp_sweep-small-lhs_b5m_ZDT1_42.jsonl,1,801,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5m,swap_small-lhs_ZDT4,exp_sweep-small-lhs_b5m_ZDT4_42.jsonl,1,801,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5m,swap_small-mvns_DTLZ2,exp_sweep-small-mvns_b5m_DTLZ2_42.jsonl,1,381,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5m,swap_small-mvns_MMF16_20,exp_sweep-small-mvns_b5m_MMF16_20_42.jsonl,1,381,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5m,swap_small-mvns_WFG9,exp_sweep-small-mvns_b5m_WFG9_42.jsonl,1,801,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5m,swap_small-mvns_ZDT1,exp_sweep-small-mvns_b5m_ZDT1_42.jsonl,1,801,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5m,swap_small-mvns_ZDT4,exp_sweep-small-mvns_b5m_ZDT4_42.jsonl,1,801,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,BBOB_F1,exp_off_b5r_BBOB_F1_42.jsonl,1,828,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,BBOB_F17,exp_off_b5r_BBOB_F17_42.jsonl,1,2461,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,BBOB_F22,exp_off_b5r_BBOB_F22_42.jsonl,1,1144,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,BBOB_F37,exp_off_b5r_BBOB_F37_42.jsonl,1,814,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,BBOB_F49,exp_off_b5r_BBOB_F49_42.jsonl,1,919,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,BBOB_F5,exp_off_b5r_BBOB_F5_42.jsonl,1,879,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,BBOB_F55,exp_off_b5r_BBOB_F55_42.jsonl,1,942,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,DTLZ1,exp_off_b5r_DTLZ1_42.jsonl,1,870,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,DTLZ2,exp_off_b5r_DTLZ2_42.jsonl,1,504,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,DTLZ3,exp_off_b5r_DTLZ3_42.jsonl,1,1077,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,DTLZ4,exp_off_b5r_DTLZ4_42.jsonl,1,2312,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,DTLZ7,exp_off_b5r_DTLZ7_42.jsonl,1,785,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,MMF1,exp_off_b5r_MMF1_42.jsonl,1,909,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,MMF11_L,exp_off_b5r_MMF11_L_42.jsonl,1,848,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,MMF16_20,exp_off_b5r_MMF16_20_42.jsonl,1,595,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,MMF4,exp_off_b5r_MMF4_42.jsonl,1,865,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,WFG1,exp_off_b5r_WFG1_42.jsonl,1,935,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,WFG2,exp_off_b5r_WFG2_42.jsonl,1,923,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,WFG4,exp_off_b5r_WFG4_42.jsonl,1,937,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,WFG5,exp_off_b5r_WFG5_42.jsonl,1,930,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,WFG9,exp_off_b5r_WFG9_42.jsonl,1,906,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,ZDT1,exp_off_b5r_ZDT1_42.jsonl,1,878,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,ZDT3,exp_off_b5r_ZDT3_42.jsonl,1,921,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,ZDT4,exp_off_b5r_ZDT4_42.jsonl,1,3845,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,ZDT6,exp_off_b5r_ZDT6_42.jsonl,1,950,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_medium-lhs_DTLZ2,exp_sweep-medium-lhs_b5r_DTLZ2_42.jsonl,1,408,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_medium-lhs_MMF16_20,exp_sweep-medium-lhs_b5r_MMF16_20_42.jsonl,1,512,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_medium-lhs_WFG9,exp_sweep-medium-lhs_b5r_WFG9_42.jsonl,1,905,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
b5r,swap_medium-lhs_ZDT1,exp_sweep-medium-lhs_b5r_ZDT1_42.jsonl,1,852,1,2,0,22,18,D;M;alg;ambiente;dataset_hash;dataset_path;dist;doe_hash;f_hash;maxfe;n_dataset;pinning;problema;rec;regime;semente;sigma_dict;sonda_S;sonda_x_hash;tier;ts;versao,LHS_determinismo;desdeo_emo_pin;dist_min_arquivo;espaco_modelo;fe_treino_max;fidelidade_por_modo;modelo;modelo_hp;mu_*;overshoot;patches_vendorizados;pop_inicial_②;pymoo;rampa_theta;regime;sigma_*;sonda_offline;④_1_linha,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts,header:sigma_dict[fidelidade_por_modo]~texto;header:sigma_dict[rampa_theta]~texto
