label,exp,tier,dist,problema,M,N,it,logged,early,V_51i,P_51i,51i_lag1,51i_lag2,51i_lag3,51i-1_lag1,51i-1_lag2,51i-1_lag3,51i-50_lag1,51i-50_lag2,51i-50_lag3
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,77,36.0,False,270.0,104.0,0.0,8.0,14.0,0.0,8.0,7.0,7.0,36.0,24.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,78,36.0,False,269.0,103.0,-1.0,-1.0,7.0,0.0,0.0,8.0,0.0,7.0,36.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,79,35.0,False,276.0,105.0,7.0,6.0,6.0,4.0,4.0,4.0,0.0,0.0,7.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,80,32.0,False,278.0,105.0,2.0,9.0,8.0,2.0,6.0,6.0,6.0,6.0,6.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,81,28.0,False,279.0,105.0,1.0,3.0,10.0,2.0,4.0,8.0,2.0,8.0,8.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,82,26.0,False,273.0,104.0,-6.0,-5.0,-3.0,-4.0,-2.0,0.0,-5.0,-3.0,3.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,83,27.0,False,278.0,105.0,5.0,-1.0,0.0,2.0,-2.0,0.0,0.0,-5.0,-3.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,84,26.0,False,278.0,105.0,0.0,5.0,-1.0,2.0,4.0,0.0,5.0,5.0,0.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,85,23.0,False,278.0,104.0,0.0,0.0,5.0,1.0,3.0,5.0,0.0,5.0,5.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,86,21.0,False,282.0,105.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,6.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,87,19.0,False,280.0,103.0,-2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,88,20.0,False,284.0,105.0,4.0,2.0,6.0,1.0,2.0,3.0,1.0,3.0,4.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,89,20.0,False,283.0,104.0,-1.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,5.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,90,17.0,False,283.0,104.0,0.0,-1.0,3.0,1.0,3.0,4.0,-1.0,1.0,2.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,91,16.0,False,287.0,105.0,4.0,4.0,3.0,0.0,1.0,3.0,0.0,-1.0,1.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,92,14.0,False,290.0,105.0,3.0,7.0,7.0,2.0,2.0,3.0,4.0,4.0,3.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,93,10.0,False,306.0,105.0,16.0,19.0,23.0,3.0,5.0,5.0,3.0,7.0,7.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,94,6.0,False,314.0,105.0,8.0,24.0,27.0,16.0,19.0,21.0,16.0,19.0,23.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,95,3.0,False,315.0,105.0,1.0,9.0,25.0,8.0,24.0,27.0,8.0,24.0,27.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,96,1.0,False,315.0,105.0,0.0,1.0,9.0,1.0,9.0,25.0,1.0,9.0,25.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,97,1.0,False,313.0,105.0,-2.0,-2.0,-1.0,-1.0,0.0,8.0,0.0,1.0,9.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,98,1.0,False,315.0,105.0,2.0,0.0,0.0,1.0,0.0,1.0,-2.0,-2.0,-1.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,3,50000,99,0.0,True,315.0,105.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,1,1.0,False,3.0,104.0,,,,,,,,,
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,2,1.0,False,21.0,104.0,18.0,,,17.0,,,4.0,,
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,3,1.0,False,34.0,102.0,13.0,31.0,,13.0,30.0,,19.0,23.0,
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,4,1.0,False,39.0,104.0,5.0,18.0,36.0,6.0,19.0,36.0,12.0,31.0,35.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,5,1.0,False,51.0,103.0,12.0,17.0,30.0,8.0,14.0,27.0,4.0,16.0,35.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,6,188.0,False,67.0,104.0,16.0,28.0,33.0,16.0,24.0,30.0,14.0,18.0,30.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,7,186.0,False,69.0,104.0,2.0,18.0,30.0,5.0,21.0,29.0,13.0,27.0,31.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,8,183.0,False,71.0,104.0,2.0,4.0,20.0,6.0,11.0,27.0,3.0,16.0,30.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,9,186.0,False,91.0,105.0,20.0,22.0,24.0,6.0,12.0,17.0,-4.0,-1.0,12.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,10,178.0,False,101.0,105.0,10.0,30.0,32.0,18.0,24.0,30.0,20.0,16.0,19.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,11,161.0,False,109.0,102.0,8.0,18.0,38.0,11.0,29.0,35.0,16.0,36.0,32.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,12,150.0,False,117.0,104.0,8.0,16.0,26.0,6.0,17.0,35.0,-3.0,13.0,33.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,13,147.0,False,145.0,104.0,28.0,36.0,44.0,10.0,16.0,27.0,14.0,11.0,27.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,14,137.0,False,158.0,103.0,13.0,41.0,49.0,28.0,38.0,44.0,20.0,34.0,31.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,15,124.0,False,174.0,104.0,16.0,29.0,57.0,9.0,37.0,47.0,20.0,40.0,54.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,16,117.0,False,184.0,105.0,10.0,26.0,39.0,22.0,31.0,59.0,17.0,37.0,57.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,17,111.0,False,189.0,105.0,5.0,15.0,31.0,1.0,23.0,32.0,10.0,27.0,47.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,18,107.0,False,200.0,105.0,11.0,16.0,26.0,9.0,10.0,32.0,10.0,20.0,37.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,19,96.0,False,222.0,104.0,22.0,33.0,38.0,21.0,30.0,31.0,11.0,21.0,31.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,20,84.0,False,229.0,104.0,7.0,29.0,40.0,17.0,38.0,47.0,23.0,34.0,44.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,21,75.0,False,238.0,104.0,9.0,16.0,38.0,2.0,19.0,40.0,6.0,29.0,40.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,22,67.0,False,256.0,105.0,18.0,27.0,34.0,9.0,11.0,28.0,9.0,15.0,38.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,23,62.0,False,256.0,105.0,0.0,18.0,27.0,14.0,23.0,25.0,17.0,26.0,32.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,24,62.0,False,255.0,104.0,-1.0,-1.0,17.0,1.0,15.0,24.0,1.0,18.0,27.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,25,61.0,False,256.0,105.0,1.0,0.0,0.0,1.0,2.0,16.0,-1.0,0.0,17.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,26,60.0,False,255.0,104.0,-1.0,0.0,-1.0,0.0,1.0,2.0,1.0,0.0,1.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,27,58.0,False,260.0,105.0,5.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,28,54.0,False,262.0,105.0,2.0,7.0,6.0,2.0,4.0,4.0,2.0,4.0,5.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,29,50.0,False,265.0,105.0,3.0,5.0,10.0,2.0,4.0,6.0,2.0,4.0,6.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,30,46.0,False,267.0,105.0,2.0,5.0,7.0,3.0,5.0,7.0,3.0,5.0,7.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,31,42.0,False,270.0,105.0,3.0,5.0,8.0,2.0,5.0,7.0,2.0,5.0,7.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,32,38.0,False,271.0,105.0,1.0,4.0,6.0,2.0,4.0,7.0,3.0,5.0,8.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,33,35.0,False,272.0,105.0,1.0,2.0,5.0,1.0,3.0,5.0,1.0,4.0,6.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,34,34.0,False,273.0,105.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0,5.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,35,31.0,False,275.0,105.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,36,26.0,False,280.0,105.0,5.0,7.0,8.0,2.0,5.0,5.0,2.0,3.0,4.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,37,22.0,False,285.0,105.0,5.0,10.0,12.0,5.0,7.0,10.0,5.0,7.0,8.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,38,17.0,False,289.0,105.0,4.0,9.0,14.0,6.0,11.0,13.0,5.0,10.0,12.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,39,12.0,False,304.0,105.0,15.0,19.0,24.0,3.0,9.0,14.0,4.0,9.0,14.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,40,8.0,False,306.0,105.0,2.0,17.0,21.0,15.0,18.0,24.0,15.0,19.0,24.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,41,6.0,False,314.0,105.0,8.0,10.0,25.0,1.0,16.0,19.0,2.0,17.0,21.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,42,5.0,False,315.0,105.0,1.0,9.0,11.0,8.0,9.0,24.0,8.0,10.0,25.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,43,2.0,False,315.0,105.0,0.0,1.0,9.0,2.0,10.0,11.0,1.0,9.0,11.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,3,50000,44,0.0,True,315.0,105.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,1.0,9.0
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,50000,1,1.0,False,4.0,19.0,,,,,,,,,
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,50000,2,1.0,False,90.0,46.0,86.0,,,94.0,,,6.0,,
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,50000,3,1.0,False,82.0,41.0,-8.0,78.0,,2.0,96.0,,78.0,84.0,
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,50000,4,1.0,False,75.0,39.0,-7.0,-15.0,71.0,-12.0,-10.0,84.0,-32.0,46.0,52.0
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,50000,5,1.0,False,94.0,47.0,19.0,12.0,4.0,14.0,2.0,4.0,-8.0,-40.0,38.0
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,2,50000,6,0.0,True,100.0,50.0,6.0,25.0,18.0,2.0,16.0,4.0,24.0,16.0,-16.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,1,1.0,False,2.0,50.0,,,,,,,,,
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,2,1.0,False,13.0,48.0,11.0,,,5.0,,,3.0,,
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,3,1.0,False,54.0,48.0,41.0,52.0,,44.0,49.0,,12.0,15.0,
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,4,1.0,False,61.0,50.0,7.0,48.0,59.0,0.0,44.0,49.0,17.0,29.0,32.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,5,1.0,False,70.0,48.0,9.0,16.0,57.0,19.0,19.0,63.0,28.0,45.0,57.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,6,6.0,False,75.0,49.0,5.0,14.0,21.0,6.0,25.0,25.0,4.0,32.0,49.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,7,5.0,False,85.0,43.0,10.0,15.0,24.0,-3.0,3.0,22.0,1.0,5.0,33.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,8,4.0,False,89.0,45.0,4.0,14.0,19.0,17.0,14.0,20.0,20.0,21.0,25.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,9,5.0,False,92.0,47.0,3.0,7.0,17.0,2.0,19.0,16.0,1.0,21.0,22.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,10,6.0,False,94.0,48.0,2.0,5.0,9.0,3.0,5.0,22.0,2.0,3.0,23.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,11,5.0,False,95.0,48.0,1.0,3.0,6.0,1.0,4.0,6.0,6.0,8.0,9.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,12,4.0,False,93.0,47.0,-2.0,-1.0,1.0,-2.0,-1.0,2.0,-5.0,1.0,3.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,13,5.0,False,90.0,46.0,-3.0,-5.0,-4.0,-3.0,-5.0,-4.0,0.0,-5.0,1.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,14,6.0,False,89.0,46.0,-1.0,-4.0,-6.0,-1.0,-4.0,-6.0,-7.0,-7.0,-12.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,15,5.0,False,91.0,46.0,2.0,1.0,-2.0,2.0,1.0,-2.0,2.0,-5.0,-5.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,16,3.0,False,88.0,44.0,-3.0,-1.0,-2.0,3.0,5.0,4.0,7.0,9.0,2.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,17,1.0,False,96.0,48.0,8.0,5.0,7.0,3.0,6.0,8.0,-5.0,2.0,4.0
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,50000,18,0.0,True,98.0,49.0,2.0,10.0,7.0,2.0,5.0,8.0,8.0,3.0,10.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,1,1.0,False,23.0,44.0,,,,,,,,,
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,2,1.0,False,32.0,40.0,9.0,,,27.0,,,17.0,,
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,3,1.0,False,35.0,33.0,3.0,12.0,,14.0,41.0,,7.0,24.0,
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,4,1.0,False,45.0,44.0,10.0,13.0,22.0,2.0,16.0,43.0,11.0,18.0,35.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,5,1.0,False,53.0,50.0,8.0,18.0,21.0,9.0,11.0,25.0,-3.0,8.0,15.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,6,52.0,False,53.0,49.0,0.0,8.0,18.0,0.0,9.0,11.0,16.0,13.0,24.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,7,50.0,False,52.0,49.0,-1.0,-1.0,7.0,1.0,1.0,10.0,-3.0,13.0,10.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,8,51.0,False,54.0,50.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,-2.0,14.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,9,50.0,False,55.0,50.0,1.0,3.0,2.0,1.0,1.0,2.0,8.0,9.0,6.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,10,48.0,False,55.0,50.0,0.0,1.0,3.0,0.0,1.0,1.0,-3.0,5.0,6.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,11,46.0,False,57.0,50.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,9.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,12,43.0,False,58.0,50.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,6.0,3.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,13,44.0,False,54.0,49.0,-4.0,-3.0,-1.0,-2.0,-1.0,1.0,1.0,3.0,7.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,14,42.0,False,58.0,49.0,4.0,0.0,1.0,4.0,2.0,3.0,-12.0,-11.0,-9.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,15,38.0,False,60.0,50.0,2.0,6.0,2.0,0.0,4.0,2.0,8.0,-4.0,-3.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,16,36.0,False,62.0,50.0,2.0,4.0,8.0,2.0,2.0,6.0,4.0,12.0,0.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,17,36.0,False,60.0,50.0,-2.0,0.0,2.0,-2.0,0.0,0.0,-1.0,3.0,11.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,18,36.0,False,62.0,50.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,6.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,19,33.0,False,61.0,50.0,-1.0,1.0,-1.0,1.0,3.0,1.0,-1.0,2.0,1.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,20,38.0,False,66.0,49.0,5.0,4.0,6.0,3.0,4.0,6.0,-10.0,-11.0,-8.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,21,36.0,False,65.0,50.0,-1.0,4.0,3.0,0.0,3.0,4.0,0.0,-10.0,-11.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,22,33.0,False,66.0,50.0,1.0,0.0,5.0,0.0,0.0,3.0,12.0,12.0,2.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,23,36.0,False,60.0,49.0,-6.0,-5.0,-6.0,-4.0,-4.0,-4.0,0.0,12.0,12.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,24,32.0,False,65.0,50.0,5.0,-1.0,0.0,3.0,-1.0,-1.0,-9.0,-9.0,3.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,25,35.0,False,60.0,50.0,-5.0,0.0,-6.0,-5.0,-2.0,-6.0,6.0,-3.0,-3.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,26,35.0,False,64.0,50.0,4.0,-1.0,4.0,5.0,0.0,3.0,-2.0,4.0,-5.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,27,29.0,False,70.0,50.0,6.0,10.0,5.0,5.0,10.0,5.0,3.0,1.0,7.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,28,30.0,False,62.0,50.0,-8.0,-2.0,2.0,-6.0,-1.0,4.0,2.0,5.0,3.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,29,29.0,False,69.0,49.0,7.0,-1.0,5.0,7.0,1.0,6.0,-2.0,0.0,3.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,30,26.0,False,66.0,50.0,-3.0,4.0,-4.0,-5.0,2.0,-4.0,6.0,4.0,6.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,31,24.0,False,86.0,48.0,20.0,17.0,24.0,2.0,-3.0,4.0,1.0,7.0,5.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,32,23.0,False,89.0,50.0,3.0,23.0,20.0,21.0,23.0,18.0,12.0,13.0,19.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,33,24.0,False,89.0,50.0,0.0,3.0,23.0,0.0,21.0,23.0,11.0,23.0,24.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,34,22.0,False,91.0,50.0,2.0,2.0,5.0,2.0,2.0,23.0,-6.0,5.0,17.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,35,20.0,False,90.0,50.0,-1.0,1.0,1.0,0.0,2.0,2.0,8.0,2.0,13.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,36,19.0,False,92.0,50.0,2.0,1.0,3.0,1.0,1.0,3.0,-1.0,7.0,1.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,37,17.0,False,91.0,49.0,-1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,8.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,38,14.0,False,93.0,49.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,39,13.0,False,94.0,50.0,1.0,3.0,2.0,-1.0,1.0,2.0,2.0,3.0,4.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,40,12.0,False,96.0,50.0,2.0,3.0,5.0,2.0,1.0,3.0,0.0,2.0,3.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,41,9.0,False,97.0,50.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,42,9.0,False,96.0,50.0,-1.0,0.0,2.0,-1.0,0.0,2.0,-4.0,-2.0,-2.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,43,9.0,False,97.0,50.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,2.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,44,8.0,False,97.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,-3.0,1.0,-3.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,45,7.0,False,98.0,50.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,46,5.0,False,99.0,50.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,47,3.0,False,99.0,50.0,0.0,1.0,2.0,1.0,2.0,3.0,-3.0,-2.0,2.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,48,6.0,False,96.0,50.0,-3.0,-3.0,-2.0,-4.0,-3.0,-2.0,-5.0,-8.0,-7.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,49,5.0,False,100.0,50.0,4.0,1.0,1.0,5.0,1.0,2.0,-7.0,-12.0,-15.0
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,50000,50,0.0,True,100.0,50.0,0.0,4.0,1.0,0.0,5.0,1.0,17.0,10.0,5.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,1,1.0,False,7.0,104.0,,,,,,,,,
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,2,1.0,False,44.0,101.0,37.0,,,35.0,,,10.0,,
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,3,1.0,False,82.0,98.0,38.0,75.0,,32.0,67.0,,27.0,37.0,
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,4,1.0,False,102.0,95.0,20.0,58.0,95.0,16.0,48.0,83.0,32.0,59.0,69.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,5,1.0,False,126.0,101.0,24.0,44.0,82.0,41.0,57.0,89.0,25.0,57.0,84.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,6,184.0,False,133.0,97.0,7.0,31.0,51.0,11.0,52.0,68.0,18.0,43.0,75.0
