label,exp,tier,dist,problema,D,M,N,I_eff,I_max,it,total_pts,logged,lag3_soma,lag2_soma,lag3_media,early_stop,eh_ultima,it_maior_5,chega_Imax
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,99,417,99,38445.0,0.0,219.0,0.0,73.0,True,True,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,1,1048.0,1.0,,,,False,False,False,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,2,1908.0,1.0,,,,False,False,False,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,3,2687.0,1.0,,1639.0,,False,False,False,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,4,3671.0,1.0,2623.0,1763.0,874.3333333333335,False,False,False,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,5,4503.0,1.0,2595.0,1816.0,865.0,False,False,False,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,6,5426.0,188.0,2739.0,1755.0,913.0000000000001,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,7,6227.0,186.0,2556.0,1724.0,851.9999999999998,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,8,7140.0,183.0,2637.0,1714.0,879.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,9,7871.0,186.0,2445.0,1644.0,814.9999999999998,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,10,8585.0,178.0,2358.0,1445.0,786.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,11,9294.0,161.0,2154.0,1423.0,718.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,12,10108.0,150.0,2237.0,1523.0,745.666666666667,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,13,10979.0,147.0,2394.0,1685.0,798.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,14,11727.0,137.0,2433.0,1619.0,811.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,15,12494.0,124.0,2386.0,1515.0,795.3333333333335,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,16,13430.0,117.0,2451.0,1703.0,817.0000000000005,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,17,14233.0,111.0,2506.0,1739.0,835.333333333333,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,18,15188.0,107.0,2694.0,1758.0,898.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,19,15897.0,96.0,2467.0,1664.0,822.333333333333,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,20,16640.0,84.0,2407.0,1452.0,802.3333333333339,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,21,17309.0,75.0,2121.0,1412.0,707.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,22,18062.0,67.0,2165.0,1422.0,721.666666666667,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,23,18671.0,62.0,2031.0,1362.0,677.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,24,19481.0,62.0,2172.0,1419.0,724.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,25,20090.0,61.0,2028.0,1419.0,676.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,26,20696.0,60.0,2025.0,1215.0,675.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,27,21314.0,58.0,1833.0,1224.0,611.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,28,21814.0,54.0,1724.0,1118.0,574.6666666666661,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,29,22350.0,50.0,1654.0,1036.0,551.333333333333,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,30,22816.0,46.0,1502.0,1002.0,500.66666666666606,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,31,23320.0,42.0,1506.0,970.0,502.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,32,23906.0,38.0,1556.0,1090.0,518.666666666667,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,33,24453.0,35.0,1637.0,1133.0,545.666666666667,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,34,25380.0,34.0,2060.0,1474.0,686.666666666667,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,35,25918.0,31.0,2012.0,1465.0,670.666666666667,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,36,26319.0,26.0,1866.0,939.0,622.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,37,26796.0,22.0,1416.0,878.0,472.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,38,27552.0,17.0,1634.0,1233.0,544.6666666666661,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,39,28091.0,12.0,1772.0,1295.0,590.6666666666661,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,40,28332.0,8.0,1536.0,780.0,512.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,41,28938.0,6.0,1386.0,847.0,462.0,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,42,29452.0,5.0,1361.0,1120.0,453.6666666666679,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,43,29452.0,2.0,1120.0,514.0,373.33333333333394,False,False,True,False
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,44,250,44,29452.0,0.0,514.0,0.0,171.33333333333394,True,True,True,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,22,2,50000,6,228,1,479.0,1.0,,,,False,False,False,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,22,2,50000,6,228,2,479.0,1.0,,,,False,False,False,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,22,2,50000,6,228,3,479.0,1.0,,0.0,,False,False,False,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,22,2,50000,6,228,4,479.0,1.0,0.0,0.0,0.0,False,False,False,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,22,2,50000,6,228,5,479.0,1.0,0.0,0.0,0.0,False,False,False,False
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,22,2,50000,6,228,6,479.0,0.0,0.0,0.0,0.0,True,True,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,1,755.0,1.0,,,,False,False,False,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,2,1610.0,1.0,,,,False,False,False,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,3,2002.0,1.0,,1247.0,,False,False,False,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,4,2840.0,1.0,2085.0,1230.0,1042.5,False,False,False,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,5,3230.0,1.0,1620.0,1228.0,810.0,False,False,False,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,6,3621.0,6.0,1619.0,781.0,809.5,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,7,4011.0,5.0,1171.0,781.0,585.5,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,8,4402.0,4.0,1172.0,781.0,586.0,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,9,4793.0,5.0,1172.0,782.0,586.0,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,10,5183.0,6.0,1172.0,781.0,586.0,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,11,5574.0,5.0,1172.0,781.0,586.0,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,12,5964.0,4.0,1171.0,781.0,585.5,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,13,6356.0,5.0,1173.0,782.0,586.5,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,14,6746.0,6.0,1172.0,782.0,586.0,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,15,7136.0,5.0,1172.0,780.0,586.0,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,16,7526.0,3.0,1170.0,780.0,585.0,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,17,7526.0,1.0,780.0,390.0,390.0,False,False,True,False
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,30,2,50000,18,167,18,7526.0,0.0,390.0,0.0,195.0,True,True,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,1,314.0,1.0,,,,False,False,False,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,2,618.0,1.0,,,,False,False,False,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,3,933.0,1.0,,619.0,,False,False,False,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,4,1129.0,1.0,815.0,511.0,407.5,False,False,False,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,5,1325.0,1.0,707.0,392.0,353.5,False,False,False,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,6,1521.0,52.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,7,1717.0,50.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,8,1913.0,51.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,9,2109.0,50.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,10,2305.0,48.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,11,2501.0,46.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,12,2697.0,43.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,13,2893.0,44.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,14,3089.0,42.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,15,3285.0,38.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,16,3481.0,36.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,17,3677.0,36.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,18,3873.0,36.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,19,4068.0,33.0,587.0,391.0,293.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,20,4264.0,38.0,587.0,391.0,293.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,21,4459.0,36.0,586.0,391.0,293.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,22,4655.0,33.0,587.0,391.0,293.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,23,4851.0,36.0,587.0,392.0,293.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,24,5047.0,32.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,25,5243.0,35.0,588.0,392.0,294.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,26,5438.0,35.0,587.0,391.0,293.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,27,5633.0,29.0,586.0,390.0,293.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,28,5828.0,30.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,29,6023.0,29.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,30,6218.0,26.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,31,6413.0,24.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,32,6608.0,23.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,33,6803.0,24.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,34,6998.0,22.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,35,7193.0,20.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,36,7388.0,19.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,37,7583.0,17.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,38,7778.0,14.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,39,7973.0,13.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,40,8168.0,12.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,41,8363.0,9.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,42,8558.0,9.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,43,8753.0,9.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,44,8948.0,8.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,45,9143.0,7.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,46,9338.0,5.0,585.0,390.0,292.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,47,9532.0,3.0,584.0,389.0,292.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,48,9727.0,6.0,584.0,389.0,292.0,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,49,9727.0,5.0,389.0,195.0,194.5,False,False,True,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,2,50000,50,500,50,9727.0,0.0,195.0,0.0,97.5,True,True,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,1,483.0,1.0,,,,False,False,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,2,1077.0,1.0,,,,False,False,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,3,1556.0,1.0,,1073.0,,False,False,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,4,2008.0,1.0,1525.0,931.0,508.33333333333337,False,False,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,5,2495.0,1.0,1418.0,939.0,472.66666666666663,False,False,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,6,2915.0,184.0,1359.0,907.0,453.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,7,3549.0,170.0,1541.0,1054.0,513.6666666666666,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,8,4078.0,158.0,1583.0,1163.0,527.6666666666666,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,9,4637.0,151.0,1722.0,1088.0,574.0000000000001,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,10,5220.0,138.0,1671.0,1142.0,557.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,11,5773.0,129.0,1695.0,1136.0,565.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,12,6223.0,125.0,1586.0,1003.0,528.6666666666667,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,13,6664.0,118.0,1444.0,891.0,481.3333333333335,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,14,7072.0,117.0,1299.0,849.0,433.0000000000002,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,15,7452.0,113.0,1229.0,788.0,409.6666666666665,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,16,7982.0,109.0,1318.0,910.0,439.33333333333303,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,17,8427.0,103.0,1355.0,975.0,451.6666666666665,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,18,8982.0,96.0,1530.0,1000.0,510.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,19,9508.0,85.0,1526.0,1081.0,508.66666666666697,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,20,10024.0,77.0,1597.0,1042.0,532.3333333333335,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,21,11161.0,75.0,2179.0,1653.0,726.3333333333335,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,22,11503.0,70.0,1995.0,1479.0,665.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,23,12027.0,65.0,2003.0,866.0,667.6666666666665,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,24,12339.0,63.0,1178.0,836.0,392.6666666666665,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,25,12758.0,61.0,1255.0,731.0,418.3333333333335,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,26,13081.0,60.0,1054.0,742.0,351.33333333333303,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,27,13692.0,62.0,1353.0,934.0,451.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,28,13998.0,58.0,1240.0,917.0,413.33333333333303,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,29,14527.0,52.0,1446.0,835.0,482.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,30,14829.0,50.0,1137.0,831.0,379.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,31,15312.0,47.0,1314.0,785.0,438.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,32,15735.0,46.0,1208.0,906.0,402.66666666666697,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,33,16060.0,46.0,1231.0,748.0,410.33333333333303,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,34,16558.0,45.0,1246.0,823.0,415.33333333333303,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,35,16867.0,43.0,1132.0,807.0,377.33333333333303,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,36,17109.0,38.0,1049.0,551.0,349.66666666666697,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,37,17528.0,32.0,970.0,661.0,323.33333333333394,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,38,17877.0,28.0,1010.0,768.0,336.66666666666697,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,39,18334.0,27.0,1225.0,806.0,408.33333333333303,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,40,18745.0,29.0,1217.0,868.0,405.66666666666606,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,41,19042.0,27.0,1165.0,708.0,388.33333333333303,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,42,19436.0,23.0,1102.0,691.0,367.33333333333394,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,43,19771.0,21.0,1026.0,729.0,342.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,44,19937.0,18.0,895.0,501.0,298.33333333333394,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,45,20181.0,16.0,745.0,410.0,248.33333333333303,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,46,20335.0,15.0,564.0,398.0,188.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,47,20477.0,13.0,540.0,296.0,180.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,48,20605.0,11.0,424.0,270.0,141.33333333333303,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,49,20727.0,9.0,392.0,250.0,130.66666666666697,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,50,21014.0,8.0,537.0,409.0,179.0,False,False,True,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,3,50000,56,417,51,21161.0,6.0,556.0,434.0,185.33333333333394,False,False,True,False
