label,tier,dist,problema,D,M,N,I_eff,I_max,iteracao,geracao,caminho,motivo,n_gps,n_folhas,profundidade,tppm,delta_total_point,early_stop,fe,n_acumulado,f_best,n_front1,tempo_fit_s,tempo_busca_s,chaves
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,22,1122,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[22, 22, 22]","[323, 324, 327]","[16, 15, 21]","[3571.0, 3414.0, 3806.0]",163.0,False,50000,10791,"[0.002512886175073765, 0.007898950518999517, 0.036386212210908674]",100,0.955867,1.890065,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,23,1173,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[23, 23, 23]","[323, 324, 327]","[16, 15, 21]","[3749.0, 3593.0, 3988.0]",157.0,False,50000,11330,"[0.002512886175073765, 0.006338062519609212, 0.02064902336574458]",99,0.656734,1.85457,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,24,1224,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[24, 24, 24]","[323, 324, 327]","[16, 15, 21]","[3869.0, 3732.0, 4121.0]",156.0,False,50000,11722,"[0.002512886175073765, 0.006338062519609212, 0.012188479446052586]",98,0.592853,1.731765,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,25,1275,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[25, 25, 25]","[323, 324, 327]","[16, 15, 21]","[3989.0, 3855.0, 4244.0]",152.0,False,50000,12088,"[0.002512886175073765, 0.006338062519609212, 0.02064902336574458]",99,0.687552,1.813379,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,26,1326,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[26, 26, 26]","[323, 324, 327]","[16, 15, 21]","[4165.0, 3983.0, 4385.0]",146.0,False,50000,12533,"[0.002512886175073765, 0.006338062519609212, 0.02064902336574458]",100,0.91601,1.777524,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,27,1377,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[27, 27, 27]","[323, 324, 327]","[16, 15, 21]","[4325.0, 4205.0, 4533.0]",147.0,False,50000,13063,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",96,0.913238,1.915137,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,28,1428,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[28, 28, 28]","[323, 324, 327]","[16, 15, 21]","[4483.0, 4334.0, 4676.0]",144.0,False,50000,13493,"[0.002512886175073765, 0.006338062519609212, 0.012188479446052586]",100,0.85127,1.963817,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,29,1479,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[29, 29, 29]","[323, 324, 327]","[16, 15, 21]","[4638.0, 4490.0, 4852.0]",144.0,False,50000,13980,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",100,0.531576,1.994564,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,30,1530,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[30, 30, 30]","[323, 324, 327]","[16, 15, 21]","[4769.0, 4698.0, 5035.0]",148.0,False,50000,14502,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",101,0.854201,1.985639,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,31,1581,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[31, 31, 31]","[323, 324, 327]","[16, 15, 21]","[4900.0, 4894.0, 5156.0]",138.0,False,50000,14950,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",100,0.674642,1.973894,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,32,1632,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[32, 32, 32]","[323, 324, 327]","[16, 15, 21]","[5033.0, 5016.0, 5278.0]",135.0,False,50000,15327,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",99,0.564775,1.997712,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,33,1683,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[33, 33, 33]","[323, 324, 327]","[16, 15, 21]","[5206.0, 5149.0, 5401.0]",133.0,False,50000,15756,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",103,0.842379,2.022753,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,34,1734,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[34, 34, 34]","[323, 324, 327]","[16, 15, 21]","[5340.0, 5274.0, 5559.0]",122.0,False,50000,16173,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",103,0.621309,2.025779,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,35,1785,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[35, 35, 35]","[323, 324, 327]","[16, 15, 21]","[5478.0, 5394.0, 5693.0]",119.0,False,50000,16565,"[0.002512886175073765, 0.006338062519609212, 0.0043540393947251125]",103,0.659588,2.116828,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,36,1836,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[36, 36, 36]","[323, 324, 327]","[16, 15, 21]","[5705.0, 5515.0, 5846.0]",111.0,False,50000,17066,"[0.002512886175073765, 0.006338062519609212, 0.004017390664285185]",99,1.371131,2.164719,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,37,1887,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[37, 37, 37]","[323, 324, 327]","[16, 15, 21]","[5839.0, 5642.0, 6009.0]",105.0,False,50000,17490,"[0.002512886175073765, 0.006338062519609212, -0.0007979497538468956]",100,0.67717,2.134616,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,38,1938,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[38, 38, 37]","[323, 324, 327]","[16, 15, 21]","[5993.0, 5776.0, 6009.0]",101.0,False,50000,17778,"[0.002512886175073765, 0.006338062519609212, -0.0007979497538468956]",98,0.38385,2.00681,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,39,1989,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[39, 39, 37]","[323, 324, 327]","[16, 15, 21]","[6179.0, 5897.0, 6009.0]",96.0,False,50000,18085,"[0.002512886175073765, 0.006338062519609212, -0.0007979497538468956]",99,0.37703,2.041511,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,40,2040,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[40, 40, 37]","[323, 324, 327]","[16, 15, 21]","[6405.0, 6029.0, 6009.0]",95.0,False,50000,18443,"[0.002512886175073765, 0.006338062519609212, -0.0008047072330789329]",99,0.632486,2.031308,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,41,2091,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[41, 41, 37]","[323, 324, 327]","[16, 15, 21]","[6580.0, 6200.0, 6009.0]",90.0,False,50000,18789,"[0.002512886175073765, 0.0021490550317989727, -0.0008047072330789329]",99,0.382676,2.074246,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,42,2142,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[42, 42, 37]","[323, 324, 327]","[16, 15, 21]","[6718.0, 6322.0, 6009.0]",86.0,False,50000,19049,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",99,0.21253,2.125904,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,43,2193,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[43, 43, 38]","[323, 324, 327]","[16, 15, 21]","[6896.0, 6475.0, 6130.0]",85.0,False,50000,19501,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",98,0.540631,2.217075,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,44,2244,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[44, 44, 38]","[323, 324, 327]","[16, 15, 21]","[7019.0, 6712.0, 6130.0]",85.0,False,50000,19861,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",98,1.176456,2.23997,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,45,2295,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[45, 45, 38]","[323, 324, 327]","[16, 15, 21]","[7191.0, 6907.0, 6130.0]",81.0,False,50000,20228,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",97,0.497671,2.144459,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,46,2346,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[46, 46, 38]","[323, 324, 327]","[16, 15, 21]","[7366.0, 7087.0, 6130.0]",77.0,False,50000,20583,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",98,0.497178,2.067477,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,47,2397,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[47, 47, 39]","[323, 324, 327]","[16, 15, 21]","[7520.0, 7208.0, 6255.0]",75.0,False,50000,20983,"[0.002512886175073765, 0.0021490550317989727, -0.0008226016918127903]",97,0.481605,2.058758,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,48,2448,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[48, 48, 39]","[323, 324, 327]","[16, 15, 21]","[7701.0, 7437.0, 6255.0]",73.0,False,50000,21393,"[0.002512886175073765, 0.0021490550317989727, -0.0008172673923192205]",101,0.629368,2.2098,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,49,2499,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[49, 49, 39]","[323, 324, 327]","[16, 15, 21]","[7825.0, 7608.0, 6255.0]",74.0,False,50000,21688,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",101,0.576074,2.229479,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,50,2550,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[50, 50, 39]","[323, 324, 327]","[16, 15, 21]","[7981.0, 7838.0, 6255.0]",74.0,False,50000,22074,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",102,0.831118,2.229603,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,51,2601,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[51, 51, 39]","[323, 324, 327]","[16, 15, 21]","[8154.0, 8016.0, 6255.0]",74.0,False,50000,22425,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",102,0.388872,2.266334,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,52,2652,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[52, 52, 39]","[323, 324, 327]","[16, 15, 21]","[8296.0, 8207.0, 6255.0]",72.0,False,50000,22758,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",100,0.470163,2.165201,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,53,2703,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[53, 53, 39]","[323, 324, 327]","[16, 15, 21]","[8522.0, 8439.0, 6255.0]",69.0,False,50000,23216,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",99,0.799194,2.206137,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,54,2754,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[54, 54, 40]","[323, 324, 327]","[16, 15, 21]","[8683.0, 8559.0, 6421.0]",66.0,False,50000,23663,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",100,0.617445,2.240093,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,55,2805,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[55, 55, 41]","[323, 324, 327]","[16, 15, 21]","[8836.0, 8768.0, 6608.0]",66.0,False,50000,24212,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",102,1.055843,2.017366,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,56,2856,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[56, 56, 41]","[323, 324, 327]","[16, 15, 21]","[9057.0, 8927.0, 6608.0]",65.0,False,50000,24592,"[0.002512886175073765, 0.0021490550317989727, -0.0008177137416525235]",101,0.382093,2.207018,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,57,2907,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[57, 57, 42]","[323, 324, 327]","[16, 15, 21]","[9296.0, 9071.0, 6802.0]",62.0,False,50000,25169,"[0.002512886175073765, 0.0021490550317989727, -0.0008205399417637819]",103,1.031503,2.227356,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,58,2958,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[58, 58, 42]","[323, 324, 327]","[16, 15, 21]","[9520.0, 9300.0, 6802.0]",59.0,False,50000,25622,"[0.002512886175073765, 0.0021490550317989727, -0.000821424608269665]",102,0.505616,2.254595,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,59,3009,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[59, 59, 42]","[323, 324, 327]","[16, 15, 21]","[9670.0, 9424.0, 6802.0]",55.0,False,50000,25896,"[0.002512886175073765, 0.0021490550317989727, -0.000821424608269665]",101,0.171103,2.264791,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,60,3060,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[60, 60, 42]","[323, 324, 327]","[16, 15, 21]","[9807.0, 9547.0, 6802.0]",55.0,False,50000,26156,"[0.002512886175073765, 0.0021490550317989727, -0.000821424608269665]",101,0.237947,2.247361,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,61,3111,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[61, 61, 43]","[323, 324, 327]","[16, 15, 21]","[9944.0, 9686.0, 6952.0]",59.0,False,50000,26582,"[0.002512886175073765, 0.0021490550317989727, -0.0008222624319832259]",103,0.793858,2.244383,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,62,3162,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[62, 62, 43]","[323, 324, 327]","[16, 15, 21]","[10069.0, 9902.0, 6952.0]",56.0,False,50000,26923,"[0.002512886175073765, 0.0021490550317989727, -0.0008222505523527331]",103,0.231212,2.319206,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,63,3213,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[63, 63, 43]","[323, 324, 327]","[16, 15, 21]","[10296.0, 10083.0, 6952.0]",50.0,False,50000,27331,"[0.002512886175073765, 0.0021490550317989727, -0.0008222505523527331]",103,0.574918,2.331198,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,64,3264,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[64, 64, 43]","[323, 324, 327]","[16, 15, 21]","[10523.0, 10224.0, 6952.0]",50.0,False,50000,27699,"[0.002512886175073765, 0.0021490550317989727, -0.0008222505523527331]",103,0.493674,2.327906,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,65,3315,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[65, 65, 43]","[323, 324, 327]","[16, 15, 21]","[10691.0, 10400.0, 6952.0]",52.0,False,50000,28043,"[0.002512886175073765, 0.0021490550317989727, -0.0008222505523527331]",103,0.2846,2.331325,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,66,3366,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[66, 66, 43]","[323, 324, 327]","[16, 15, 21]","[10861.0, 10530.0, 6952.0]",52.0,False,50000,28343,"[0.002512886175073765, 0.0021490550317989727, -0.0008227770567355488]",103,0.242932,2.317189,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,67,3417,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[67, 67, 43]","[323, 324, 327]","[16, 15, 21]","[10991.0, 10658.0, 6952.0]",51.0,False,50000,28601,"[0.002512886175073765, 0.0021490550317989727, -0.0008227770567355488]",103,0.317169,2.350555,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,68,3468,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[68, 68, 43]","[323, 324, 327]","[16, 15, 21]","[11111.0, 10779.0, 6952.0]",52.0,False,50000,28842,"[0.002512886175073765, 0.0021490550317989727, -0.0008227770567355488]",103,0.215126,2.323907,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,69,3519,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[69, 69, 43]","[323, 324, 327]","[16, 15, 21]","[11337.0, 11001.0, 6952.0]",50.0,False,50000,29290,"[0.002512886175073765, 0.0021490550317989727, -0.0008227770567355488]",102,0.691067,2.288067,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,70,3570,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[70, 70, 44]","[323, 324, 327]","[16, 15, 21]","[11564.0, 11124.0, 7084.0]",53.0,False,50000,29772,"[0.002512886175073765, 0.0021490550317989727, -0.0008281668096309022]",100,0.69301,2.30824,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_DTLZ2,big,lhs,DTLZ2,12,3,50000,99,417,71,3621,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[71, 71, 45]","[323, 324, 327]","[16, 15, 21]","[11780.0, 11250.0, 7251.0]",56.0,False,50000,30281,"[0.002512886175073765, 0.0021490550317989727, -0.0008281668096309022]",102,1.048179,2.236511,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
