exp,alg,problema,label,maquina,wall_s
off,e103,BBOB_F55,BBOB_F55,vm3,59.758397
off,moead_media,MMF1,MMF1,mac,34.4292
off,moead_media,MMF4,MMF4,mac,35.0355
off,moead_media,MMF11_L,MMF11_L,mac,34.5271
off,moead_media,MMF16_20,MMF16_20,mac,78.6854
off,moead_media,ZDT1,ZDT1,mac,124.2121
off,moead_media,ZDT3,ZDT3,mac,124.2188
off,moead_media,ZDT4,ZDT4,mac,38.8479
off,moead_media,ZDT6,ZDT6,mac,38.3542
off,moead_media,DTLZ1,DTLZ1,mac,40.9151
off,moead_media,DTLZ2,DTLZ2,mac,49.1622
off,moead_media,DTLZ3,DTLZ3,mac,45.2814
off,moead_media,DTLZ4,DTLZ4,mac,49.1041
off,moead_media,DTLZ7,DTLZ7,mac,109.1643
off,moead_media,WFG1,WFG1,mac,66.4375
off,moead_media,WFG2,WFG2,mac,68.6009
off,moead_media,WFG4,WFG4,mac,67.1608
off,moead_media,WFG5,WFG5,mac,68.1767
off,moead_media,WFG9,WFG9,mac,65.0766
off,moead_media,BBOB_F1,BBOB_F1,mac,38.0442
off,moead_media,BBOB_F5,BBOB_F5,mac,37.2584
off,moead_media,BBOB_F17,BBOB_F17,mac,40.1838
off,moead_media,BBOB_F22,BBOB_F22,mac,37.3012
off,moead_media,BBOB_F37,BBOB_F37,mac,37.7362
off,moead_media,BBOB_F49,BBOB_F49,mac,37.3261
off,moead_media,BBOB_F55,BBOB_F55,mac,37.2644
batch,c149,MMF16_20,q10_MMF16_20,v6,16727.4201
batch,c149,ZDT4,q10_ZDT4,v6,15164.567
batch,c149,DTLZ2,q10_DTLZ2,v6,15112.3629
batch,c149,WFG9,q10_WFG9,v6,16737.5303
batch,c149,ZDT1,q10_ZDT1,v6,17894.1298
batch,e81,MMF16_20,q10_MMF16_20,mac,12962.5359
batch,e81,ZDT4,q10_ZDT4,mac,2076.7516
batch,e81,DTLZ2,q10_DTLZ2,mac,5721.3468
batch,e81,WFG9,q10_WFG9,mac,4501.3464
batch,e81,ZDT1,q10_ZDT1,mac,7999.9668
batch,sobol_batch,MMF16_20,q10_MMF16_20,v6,3.3378
batch,sobol_batch,ZDT4,q10_ZDT4,v6,3.1561
batch,sobol_batch,DTLZ2,q10_DTLZ2,v6,3.2655
batch,sobol_batch,WFG9,q10_WFG9,v6,6.8203
batch,sobol_batch,ZDT1,q10_ZDT1,v6,3.3356
sweep-small-lhs,b5r,MMF16_20,swap_small-lhs_MMF16_20,mac,289.8585
sweep-small-lhs,b5r,ZDT4,swap_small-lhs_ZDT4,mac,165.9667
sweep-small-lhs,b5r,DTLZ2,swap_small-lhs_DTLZ2,mac,298.012
sweep-small-lhs,b5r,WFG9,swap_small-lhs_WFG9,mac,162.7709
sweep-small-lhs,b5r,ZDT1,swap_small-lhs_ZDT1,mac,207.748
sweep-small-mvns,b5r,MMF16_20,swap_small-mvns_MMF16_20,mac,335.6646
sweep-small-mvns,b5r,ZDT4,swap_small-mvns_ZDT4,mac,147.6933
sweep-small-mvns,b5r,DTLZ2,swap_small-mvns_DTLZ2,mac,281.503
sweep-small-mvns,b5r,WFG9,swap_small-mvns_WFG9,mac,159.1969
sweep-small-mvns,b5r,ZDT1,swap_small-mvns_ZDT1,mac,212.4161
sweep-medium-lhs,b5r,MMF16_20,swap_medium-lhs_MMF16_20,mac,753.0533
sweep-medium-lhs,b5r,ZDT4,swap_medium-lhs_ZDT4,mac,331.0377
sweep-medium-lhs,b5r,DTLZ2,swap_medium-lhs_DTLZ2,mac,761.3807
sweep-medium-lhs,b5r,WFG9,swap_medium-lhs_WFG9,mac,458.1549
sweep-medium-lhs,b5r,ZDT1,swap_medium-lhs_ZDT1,mac,757.7973
sweep-medium-mvns,b5r,MMF16_20,swap_medium-mvns_MMF16_20,mac,725.085
sweep-medium-mvns,b5r,ZDT4,swap_medium-mvns_ZDT4,mac,365.976
sweep-medium-mvns,b5r,DTLZ2,swap_medium-mvns_DTLZ2,mac,677.4488
sweep-medium-mvns,b5r,WFG9,swap_medium-mvns_WFG9,mac,448.4507
sweep-medium-mvns,b5r,ZDT1,swap_medium-mvns_ZDT1,mac,657.7917
sweep-small-lhs,b5m,MMF16_20,swap_small-lhs_MMF16_20,mac,3102.8712
sweep-small-lhs,b5m,ZDT4,swap_small-lhs_ZDT4,mac,2631.0043
sweep-small-lhs,b5m,DTLZ2,swap_small-lhs_DTLZ2,mac,2941.7287
sweep-small-lhs,b5m,WFG9,swap_small-lhs_WFG9,mac,2785.5661
sweep-small-lhs,b5m,ZDT1,swap_small-lhs_ZDT1,mac,2809.392
sweep-small-mvns,b5m,MMF16_20,swap_small-mvns_MMF16_20,mac,3137.0205
sweep-small-mvns,b5m,ZDT4,swap_small-mvns_ZDT4,mac,2589.2455
sweep-small-mvns,b5m,DTLZ2,swap_small-mvns_DTLZ2,mac,2993.6955
sweep-small-mvns,b5m,WFG9,swap_small-mvns_WFG9,mac,2673.2548
sweep-small-mvns,b5m,ZDT1,swap_small-mvns_ZDT1,mac,2772.8769
sweep-medium-lhs,b5m,MMF16_20,swap_medium-lhs_MMF16_20,mac,3309.3012
sweep-medium-lhs,b5m,ZDT4,swap_medium-lhs_ZDT4,mac,2918.4975
sweep-medium-lhs,b5m,DTLZ2,swap_medium-lhs_DTLZ2,mac,3274.0883
sweep-medium-lhs,b5m,WFG9,swap_medium-lhs_WFG9,mac,3122.9151
sweep-medium-lhs,b5m,ZDT1,swap_medium-lhs_ZDT1,mac,3290.5731
sweep-medium-mvns,b5m,MMF16_20,swap_medium-mvns_MMF16_20,mac,3457.1312
sweep-medium-mvns,b5m,ZDT4,swap_medium-mvns_ZDT4,mac,3003.6893
sweep-medium-mvns,b5m,DTLZ2,swap_medium-mvns_DTLZ2,mac,3454.6365
sweep-medium-mvns,b5m,WFG9,swap_medium-mvns_WFG9,mac,3123.5053
sweep-medium-mvns,b5m,ZDT1,swap_medium-mvns_ZDT1,mac,3336.8083
sweep-small-lhs,c311,MMF16_20,swap_small-lhs_MMF16_20,mac,89.1596
sweep-small-lhs,c311,ZDT4,swap_small-lhs_ZDT4,mac,23.4878
sweep-small-lhs,c311,DTLZ2,swap_small-lhs_DTLZ2,mac,72.3359
sweep-small-lhs,c311,WFG9,swap_small-lhs_WFG9,mac,24.353
sweep-small-lhs,c311,ZDT1,swap_small-lhs_ZDT1,mac,42.6282
sweep-small-mvns,c311,MMF16_20,swap_small-mvns_MMF16_20,mac,73.1889
sweep-small-mvns,c311,ZDT4,swap_small-mvns_ZDT4,mac,30.3112
sweep-small-mvns,c311,DTLZ2,swap_small-mvns_DTLZ2,mac,58.3005
sweep-small-mvns,c311,WFG9,swap_small-mvns_WFG9,mac,28.8849
sweep-small-mvns,c311,ZDT1,swap_small-mvns_ZDT1,mac,46.4165
sweep-medium-lhs,c311,MMF16_20,swap_medium-lhs_MMF16_20,mac,138.2026
sweep-medium-lhs,c311,ZDT4,swap_medium-lhs_ZDT4,mac,21.2309
sweep-medium-lhs,c311,DTLZ2,swap_medium-lhs_DTLZ2,mac,96.2412
sweep-medium-lhs,c311,WFG9,swap_medium-lhs_WFG9,mac,23.0145
sweep-medium-lhs,c311,ZDT1,swap_medium-lhs_ZDT1,mac,42.0587
sweep-medium-mvns,c311,MMF16_20,swap_medium-mvns_MMF16_20,mac,110.5388
sweep-medium-mvns,c311,ZDT4,swap_medium-mvns_ZDT4,mac,24.2074
sweep-medium-mvns,c311,DTLZ2,swap_medium-mvns_DTLZ2,mac,84.2303
sweep-medium-mvns,c311,WFG9,swap_medium-mvns_WFG9,mac,12.7552
sweep-medium-mvns,c311,ZDT1,swap_medium-mvns_ZDT1,mac,51.8817
sweep-big-lhs,c311,MMF16_20,swap_big-lhs_MMF16_20,mac,267.9907
sweep-big-lhs,c311,ZDT4,swap_big-lhs_ZDT4,mac,67.3724
sweep-big-lhs,c311,DTLZ2,swap_big-lhs_DTLZ2,mac,326.9654
sweep-big-lhs,c311,WFG9,swap_big-lhs_WFG9,mac,28.1593
sweep-big-lhs,c311,ZDT1,swap_big-lhs_ZDT1,mac,68.7139
sweep-big-mvns,c311,ZDT4,swap_big-mvns_ZDT4,mac,50.0337
sweep-big-mvns,c311,DTLZ2,swap_big-mvns_DTLZ2,mac,235.2331
sweep-big-mvns,c311,WFG9,swap_big-mvns_WFG9,mac,30.5265
sweep-big-mvns,c311,ZDT1,swap_big-mvns_ZDT1,mac,209.8793
sweep-small-lhs,e103,MMF16_20,swap_small-lhs_MMF16_20,vm3,184.477877
sweep-small-lhs,e103,ZDT4,swap_small-lhs_ZDT4,vm3,27.903031
sweep-small-lhs,e103,DTLZ2,swap_small-lhs_DTLZ2,vm3,37.85545
sweep-small-lhs,e103,WFG9,swap_small-lhs_WFG9,vm3,160.042579
sweep-small-lhs,e103,ZDT1,swap_small-lhs_ZDT1,vm3,450.394984
sweep-small-mvns,e103,MMF16_20,swap_small-mvns_MMF16_20,vm3,158.179936
sweep-small-mvns,e103,ZDT4,swap_small-mvns_ZDT4,vm3,23.775068
sweep-small-mvns,e103,DTLZ2,swap_small-mvns_DTLZ2,vm3,50.95616
sweep-small-mvns,e103,WFG9,swap_small-mvns_WFG9,vm3,169.196544
sweep-small-mvns,e103,ZDT1,swap_small-mvns_ZDT1,vm3,456.159352
sweep-medium-lhs,e103,MMF16_20,swap_medium-lhs_MMF16_20,vm3,1861.37769
sweep-medium-lhs,e103,ZDT4,swap_medium-lhs_ZDT4,vm3,186.596623
sweep-medium-lhs,e103,DTLZ2,swap_medium-lhs_DTLZ2,vm3,610.861633
sweep-medium-lhs,e103,WFG9,swap_medium-lhs_WFG9,vm3,1359.076657
sweep-medium-lhs,e103,ZDT1,swap_medium-lhs_ZDT1,vm3,3526.849077
sweep-medium-mvns,e103,MMF16_20,swap_medium-mvns_MMF16_20,vm3,1527.782597
sweep-medium-mvns,e103,ZDT4,swap_medium-mvns_ZDT4,vm3,367.253235
sweep-medium-mvns,e103,DTLZ2,swap_medium-mvns_DTLZ2,vm3,604.552274
sweep-medium-mvns,e103,WFG9,swap_medium-mvns_WFG9,vm3,1419.378428
sweep-medium-mvns,e103,ZDT1,swap_medium-mvns_ZDT1,vm3,3563.49965
sweep-small-lhs,moead_media,MMF16_20,swap_small-lhs_MMF16_20,mac,84.5451
sweep-small-lhs,moead_media,ZDT4,swap_small-lhs_ZDT4,mac,41.2441
sweep-small-lhs,moead_media,DTLZ2,swap_small-lhs_DTLZ2,mac,57.6854
sweep-small-lhs,moead_media,WFG9,swap_small-lhs_WFG9,mac,70.9625
sweep-small-lhs,moead_media,ZDT1,swap_small-lhs_ZDT1,mac,139.6989
sweep-medium-lhs,moead_media,MMF16_20,swap_medium-lhs_MMF16_20,mac,738.3407
sweep-medium-lhs,moead_media,ZDT4,swap_medium-lhs_ZDT4,mac,248.4393
sweep-medium-lhs,moead_media,DTLZ2,swap_medium-lhs_DTLZ2,mac,607.3924
sweep-medium-lhs,moead_media,WFG9,swap_medium-lhs_WFG9,mac,514.596
sweep-medium-lhs,moead_media,ZDT1,swap_medium-lhs_ZDT1,mac,688.4993
sweep-big-lhs,treed_media,MMF16_20,swap_big-lhs_MMF16_20,mac,11.5296
sweep-big-lhs,treed_media,ZDT4,swap_big-lhs_ZDT4,mac,6.7214
sweep-big-lhs,treed_media,DTLZ2,swap_big-lhs_DTLZ2,mac,10.9692
sweep-big-lhs,treed_media,WFG9,swap_big-lhs_WFG9,mac,7.2242
sweep-big-lhs,treed_media,ZDT1,swap_big-lhs_ZDT1,mac,13.2831
sweep-small-mvns,moead_media,MMF16_20,swap_small-mvns_MMF16_20,mac,89.9927
sweep-small-mvns,moead_media,ZDT4,swap_small-mvns_ZDT4,mac,43.3338
sweep-small-mvns,moead_media,DTLZ2,swap_small-mvns_DTLZ2,mac,56.7648
sweep-small-mvns,moead_media,WFG9,swap_small-mvns_WFG9,mac,75.4919
sweep-small-mvns,moead_media,ZDT1,swap_small-mvns_ZDT1,mac,134.9572
sweep-medium-mvns,moead_media,MMF16_20,swap_medium-mvns_MMF16_20,mac,749.3003
sweep-medium-mvns,moead_media,ZDT4,swap_medium-mvns_ZDT4,mac,243.4142
sweep-medium-mvns,moead_media,DTLZ2,swap_medium-mvns_DTLZ2,mac,610.2503
sweep-medium-mvns,moead_media,WFG9,swap_medium-mvns_WFG9,mac,487.5211
sweep-medium-mvns,moead_media,ZDT1,swap_medium-mvns_ZDT1,mac,761.7418
sweep-big-mvns,treed_media,MMF16_20,swap_big-mvns_MMF16_20,mac,15.7127
sweep-big-mvns,treed_media,ZDT4,swap_big-mvns_ZDT4,mac,5.8615
sweep-big-mvns,treed_media,DTLZ2,swap_big-mvns_DTLZ2,mac,13.9358
sweep-big-mvns,treed_media,WFG9,swap_big-mvns_WFG9,mac,7.5384
sweep-big-mvns,treed_media,ZDT1,swap_big-mvns_ZDT1,mac,7.8988
