alg,label,n_sel,n_sem_id,n_bit_identicos,n_testados,max_dX,frac_ok,veredito
e7,WFG9,1219,0,1219,1219,0.0,1.0,OK
e7,ZDT1,1561,0,1561,1561,0.0,1.0,OK
e7,ZDT3,1716,0,1716,1716,0.0,1.0,OK
e7,ZDT4,665,0,665,665,0.0,1.0,OK
e7,ZDT6,542,0,542,542,0.0,1.0,OK
e74,BBOB_F1,1458,0,1458,1458,0.0,1.0,OK
e74,BBOB_F17,1250,0,1250,1250,0.0,1.0,OK
e74,BBOB_F22,2079,0,2079,2079,0.0,1.0,OK
e74,BBOB_F37,3130,0,3130,3130,0.0,1.0,OK
e74,BBOB_F49,1845,0,1845,1845,0.0,1.0,OK
e74,BBOB_F5,1444,0,1444,1444,0.0,1.0,OK
e74,BBOB_F55,2665,0,2665,2665,0.0,1.0,OK
e74,DTLZ1,697,0,697,697,0.0,1.0,OK
e74,DTLZ2,400,0,400,400,0.0,1.0,OK
e74,DTLZ3,1055,0,1055,1055,0.0,1.0,OK
e74,DTLZ4,403,0,403,403,0.0,1.0,OK
e74,DTLZ7,5476,0,5476,5476,0.0,1.0,OK
e74,MMF1,110,0,110,110,0.0,1.0,OK
e74,MMF11_L,144,0,144,144,0.0,1.0,OK
e74,MMF16_20,688,0,688,688,0.0,1.0,OK
e74,MMF4,81,0,81,81,0.0,1.0,OK
e74,WFG1,758,0,758,758,0.0,1.0,OK
e74,WFG2,2939,0,2939,2939,0.0,1.0,OK
e74,WFG4,760,0,760,760,0.0,1.0,OK
e74,WFG5,919,0,919,919,0.0,1.0,OK
e74,WFG9,1118,0,1118,1118,0.0,1.0,OK
e74,ZDT1,3826,0,3826,3826,0.0,1.0,OK
e74,ZDT3,6523,0,6523,6523,0.0,1.0,OK
e74,ZDT4,6260,0,6260,6260,0.0,1.0,OK
e74,ZDT6,2005,0,2005,2005,0.0,1.0,OK
e81,BBOB_F1,200,0,200,200,0.0,1.0,OK
e81,BBOB_F17,200,0,200,200,0.0,1.0,OK
e81,BBOB_F22,200,0,200,200,0.0,1.0,OK
e81,BBOB_F37,200,0,200,200,0.0,1.0,OK
e81,BBOB_F49,200,0,200,200,0.0,1.0,OK
e81,BBOB_F5,200,0,200,200,0.0,1.0,OK
e81,BBOB_F55,200,0,200,200,0.0,1.0,OK
e81,DTLZ1,140,0,140,140,0.0,1.0,OK
e81,DTLZ2,240,0,240,240,0.0,1.0,OK
e81,DTLZ3,240,0,240,240,0.0,1.0,OK
e81,DTLZ4,240,0,240,240,0.0,1.0,OK
e81,DTLZ7,440,0,440,440,0.0,1.0,OK
e81,MMF1,40,0,40,40,0.0,1.0,OK
e81,MMF11_L,40,0,40,40,0.0,1.0,OK
e81,MMF16_20,400,0,400,400,0.0,1.0,OK
e81,MMF4,40,0,40,40,0.0,1.0,OK
e81,WFG1,440,0,440,440,0.0,1.0,OK
e81,WFG2,440,0,440,440,0.0,1.0,OK
e81,WFG4,440,0,440,440,0.0,1.0,OK
e81,WFG5,440,0,440,440,0.0,1.0,OK
e81,WFG9,440,0,440,440,0.0,1.0,OK
e81,ZDT1,600,0,600,600,0.0,1.0,OK
e81,ZDT3,600,0,600,600,0.0,1.0,OK
e81,ZDT4,200,0,200,200,0.0,1.0,OK
e81,ZDT6,200,0,200,200,0.0,1.0,OK
e81,q10_DTLZ2,2000,0,2000,2000,0.0,1.0,OK
e81,q10_MMF16_20,2000,0,2000,2000,0.0,1.0,OK
e81,q10_WFG9,2000,0,2000,2000,0.0,1.0,OK
e81,q10_ZDT1,2000,0,2000,2000,0.0,1.0,OK
e81,q10_ZDT4,2000,0,2000,2000,0.0,1.0,OK
moead,BBOB_F1,0,0,,,,,IDS_AUSENTES
moead,BBOB_F17,0,0,,,,,IDS_AUSENTES
moead,BBOB_F22,0,0,,,,,IDS_AUSENTES
moead,BBOB_F37,0,0,,,,,IDS_AUSENTES
moead,BBOB_F49,0,0,,,,,IDS_AUSENTES
moead,BBOB_F5,0,0,,,,,IDS_AUSENTES
moead,BBOB_F55,0,0,,,,,IDS_AUSENTES
moead,DTLZ1,0,0,,,,,IDS_AUSENTES
moead,DTLZ2,0,0,,,,,IDS_AUSENTES
moead,DTLZ3,0,0,,,,,IDS_AUSENTES
moead,DTLZ4,0,0,,,,,IDS_AUSENTES
moead,DTLZ7,0,0,,,,,IDS_AUSENTES
moead,MMF1,0,0,,,,,IDS_AUSENTES
moead,MMF11_L,0,0,,,,,IDS_AUSENTES
moead,MMF16_20,0,0,,,,,IDS_AUSENTES
moead,MMF4,0,0,,,,,IDS_AUSENTES
moead,WFG1,0,0,,,,,IDS_AUSENTES
moead,WFG2,0,0,,,,,IDS_AUSENTES
moead,WFG4,0,0,,,,,IDS_AUSENTES
moead,WFG5,0,0,,,,,IDS_AUSENTES
moead,WFG9,0,0,,,,,IDS_AUSENTES
moead,ZDT1,0,0,,,,,IDS_AUSENTES
moead,ZDT3,0,0,,,,,IDS_AUSENTES
moead,ZDT4,0,0,,,,,IDS_AUSENTES
moead,ZDT6,0,0,,,,,IDS_AUSENTES
moead_media,BBOB_F1,0,0,,,,,IDS_AUSENTES
moead_media,BBOB_F17,0,0,,,,,IDS_AUSENTES
moead_media,BBOB_F22,0,0,,,,,IDS_AUSENTES
moead_media,BBOB_F37,0,0,,,,,IDS_AUSENTES
moead_media,BBOB_F49,0,0,,,,,IDS_AUSENTES
moead_media,BBOB_F5,0,0,,,,,IDS_AUSENTES
moead_media,BBOB_F55,0,0,,,,,IDS_AUSENTES
moead_media,DTLZ1,0,0,,,,,IDS_AUSENTES
moead_media,DTLZ2,0,0,,,,,IDS_AUSENTES
moead_media,DTLZ3,0,0,,,,,IDS_AUSENTES
moead_media,DTLZ4,0,0,,,,,IDS_AUSENTES
moead_media,DTLZ7,0,0,,,,,IDS_AUSENTES
moead_media,MMF1,0,0,,,,,IDS_AUSENTES
moead_media,MMF11_L,0,0,,,,,IDS_AUSENTES
moead_media,MMF16_20,0,0,,,,,IDS_AUSENTES
moead_media,MMF4,0,0,,,,,IDS_AUSENTES
moead_media,WFG1,0,0,,,,,IDS_AUSENTES
moead_media,WFG2,0,0,,,,,IDS_AUSENTES
moead_media,WFG4,0,0,,,,,IDS_AUSENTES
moead_media,WFG5,0,0,,,,,IDS_AUSENTES
moead_media,WFG9,0,0,,,,,IDS_AUSENTES
moead_media,ZDT1,0,0,,,,,IDS_AUSENTES
moead_media,ZDT3,0,0,,,,,IDS_AUSENTES
moead_media,ZDT4,0,0,,,,,IDS_AUSENTES
moead_media,ZDT6,0,0,,,,,IDS_AUSENTES
moead_media,swap_medium-lhs_DTLZ2,0,0,,,,,IDS_AUSENTES
moead_media,swap_medium-lhs_MMF16_20,0,0,,,,,IDS_AUSENTES
moead_media,swap_medium-lhs_WFG9,0,0,,,,,IDS_AUSENTES
moead_media,swap_medium-lhs_ZDT1,0,0,,,,,IDS_AUSENTES
moead_media,swap_medium-lhs_ZDT4,0,0,,,,,IDS_AUSENTES
moead_media,swap_medium-mvns_DTLZ2,0,0,,,,,IDS_AUSENTES
moead_media,swap_medium-mvns_MMF16_20,0,0,,,,,IDS_AUSENTES
moead_media,swap_medium-mvns_WFG9,0,0,,,,,IDS_AUSENTES
moead_media,swap_medium-mvns_ZDT1,0,0,,,,,IDS_AUSENTES
moead_media,swap_medium-mvns_ZDT4,0,0,,,,,IDS_AUSENTES
moead_media,swap_small-lhs_DTLZ2,0,0,,,,,IDS_AUSENTES
moead_media,swap_small-lhs_MMF16_20,0,0,,,,,IDS_AUSENTES
moead_media,swap_small-lhs_WFG9,0,0,,,,,IDS_AUSENTES
moead_media,swap_small-lhs_ZDT1,0,0,,,,,IDS_AUSENTES
moead_media,swap_small-lhs_ZDT4,0,0,,,,,IDS_AUSENTES
moead_media,swap_small-mvns_DTLZ2,0,0,,,,,IDS_AUSENTES
moead_media,swap_small-mvns_MMF16_20,0,0,,,,,IDS_AUSENTES
moead_media,swap_small-mvns_WFG9,0,0,,,,,IDS_AUSENTES
moead_media,swap_small-mvns_ZDT1,0,0,,,,,IDS_AUSENTES
moead_media,swap_small-mvns_ZDT4,0,0,,,,,IDS_AUSENTES
nsga2,BBOB_F1,0,0,,,,,IDS_AUSENTES
nsga2,BBOB_F17,0,0,,,,,IDS_AUSENTES
nsga2,BBOB_F22,0,0,,,,,IDS_AUSENTES
nsga2,BBOB_F37,0,0,,,,,IDS_AUSENTES
nsga2,BBOB_F49,0,0,,,,,IDS_AUSENTES
nsga2,BBOB_F5,0,0,,,,,IDS_AUSENTES
nsga2,BBOB_F55,0,0,,,,,IDS_AUSENTES
nsga2,DTLZ1,0,0,,,,,IDS_AUSENTES
nsga2,DTLZ2,0,0,,,,,IDS_AUSENTES
nsga2,DTLZ3,0,0,,,,,IDS_AUSENTES
nsga2,DTLZ4,0,0,,,,,IDS_AUSENTES
nsga2,DTLZ7,0,0,,,,,IDS_AUSENTES
nsga2,MMF1,0,0,,,,,IDS_AUSENTES
nsga2,MMF11_L,0,0,,,,,IDS_AUSENTES
nsga2,MMF16_20,0,0,,,,,IDS_AUSENTES
nsga2,MMF4,0,0,,,,,IDS_AUSENTES
nsga2,WFG1,0,0,,,,,IDS_AUSENTES
nsga2,WFG2,0,0,,,,,IDS_AUSENTES
nsga2,WFG4,0,0,,,,,IDS_AUSENTES
nsga2,WFG5,0,0,,,,,IDS_AUSENTES
nsga2,WFG9,0,0,,,,,IDS_AUSENTES
nsga2,ZDT1,0,0,,,,,IDS_AUSENTES
nsga2,ZDT3,0,0,,,,,IDS_AUSENTES
nsga2,ZDT4,0,0,,,,,IDS_AUSENTES
nsga2,ZDT6,0,0,,,,,IDS_AUSENTES
nsga3,BBOB_F1,0,0,,,,,IDS_AUSENTES
nsga3,BBOB_F17,0,0,,,,,IDS_AUSENTES
nsga3,BBOB_F22,0,0,,,,,IDS_AUSENTES
nsga3,BBOB_F37,0,0,,,,,IDS_AUSENTES
nsga3,BBOB_F49,0,0,,,,,IDS_AUSENTES
nsga3,BBOB_F5,0,0,,,,,IDS_AUSENTES
nsga3,BBOB_F55,0,0,,,,,IDS_AUSENTES
nsga3,DTLZ1,0,0,,,,,IDS_AUSENTES
nsga3,DTLZ2,0,0,,,,,IDS_AUSENTES
nsga3,DTLZ3,0,0,,,,,IDS_AUSENTES
nsga3,DTLZ4,0,0,,,,,IDS_AUSENTES
nsga3,DTLZ7,0,0,,,,,IDS_AUSENTES
nsga3,MMF1,0,0,,,,,IDS_AUSENTES
nsga3,MMF11_L,0,0,,,,,IDS_AUSENTES
nsga3,MMF16_20,0,0,,,,,IDS_AUSENTES
nsga3,MMF4,0,0,,,,,IDS_AUSENTES
nsga3,WFG1,0,0,,,,,IDS_AUSENTES
nsga3,WFG2,0,0,,,,,IDS_AUSENTES
nsga3,WFG4,0,0,,,,,IDS_AUSENTES
nsga3,WFG5,0,0,,,,,IDS_AUSENTES
nsga3,WFG9,0,0,,,,,IDS_AUSENTES
nsga3,ZDT1,0,0,,,,,IDS_AUSENTES
nsga3,ZDT3,0,0,,,,,IDS_AUSENTES
nsga3,ZDT4,0,0,,,,,IDS_AUSENTES
nsga3,ZDT6,0,0,,,,,IDS_AUSENTES
smsemoa,BBOB_F1,0,0,,,,,IDS_AUSENTES
smsemoa,BBOB_F17,0,0,,,,,IDS_AUSENTES
smsemoa,BBOB_F22,0,0,,,,,IDS_AUSENTES
smsemoa,BBOB_F37,0,0,,,,,IDS_AUSENTES
smsemoa,BBOB_F49,0,0,,,,,IDS_AUSENTES
smsemoa,BBOB_F5,0,0,,,,,IDS_AUSENTES
smsemoa,BBOB_F55,0,0,,,,,IDS_AUSENTES
smsemoa,DTLZ1,0,0,,,,,IDS_AUSENTES
smsemoa,DTLZ2,0,0,,,,,IDS_AUSENTES
smsemoa,DTLZ3,0,0,,,,,IDS_AUSENTES
smsemoa,DTLZ4,0,0,,,,,IDS_AUSENTES
smsemoa,DTLZ7,0,0,,,,,IDS_AUSENTES
smsemoa,MMF1,0,0,,,,,IDS_AUSENTES
smsemoa,MMF11_L,0,0,,,,,IDS_AUSENTES
smsemoa,MMF16_20,0,0,,,,,IDS_AUSENTES
smsemoa,MMF4,0,0,,,,,IDS_AUSENTES
smsemoa,WFG1,0,0,,,,,IDS_AUSENTES
smsemoa,WFG2,0,0,,,,,IDS_AUSENTES
smsemoa,WFG4,0,0,,,,,IDS_AUSENTES
smsemoa,WFG5,0,0,,,,,IDS_AUSENTES
smsemoa,WFG9,0,0,,,,,IDS_AUSENTES
smsemoa,ZDT1,0,0,,,,,IDS_AUSENTES
smsemoa,ZDT3,0,0,,,,,IDS_AUSENTES
smsemoa,ZDT4,0,0,,,,,IDS_AUSENTES
smsemoa,ZDT6,0,0,,,,,IDS_AUSENTES
sobol_batch,q10_DTLZ2,0,0,,,,,IDS_AUSENTES
sobol_batch,q10_MMF16_20,0,0,,,,,IDS_AUSENTES
sobol_batch,q10_WFG9,0,0,,,,,IDS_AUSENTES
sobol_batch,q10_ZDT1,0,0,,,,,IDS_AUSENTES
sobol_batch,q10_ZDT4,0,0,,,,,IDS_AUSENTES
treed_media,swap_big-lhs_DTLZ2,0,0,,,,,IDS_AUSENTES
treed_media,swap_big-lhs_MMF16_20,0,0,,,,,IDS_AUSENTES
treed_media,swap_big-lhs_WFG9,0,0,,,,,IDS_AUSENTES
treed_media,swap_big-lhs_ZDT1,0,0,,,,,IDS_AUSENTES
treed_media,swap_big-lhs_ZDT4,0,0,,,,,IDS_AUSENTES
treed_media,swap_big-mvns_DTLZ2,0,0,,,,,IDS_AUSENTES
treed_media,swap_big-mvns_MMF16_20,0,0,,,,,IDS_AUSENTES
treed_media,swap_big-mvns_WFG9,0,0,,,,,IDS_AUSENTES
treed_media,swap_big-mvns_ZDT1,0,0,,,,,IDS_AUSENTES
treed_media,swap_big-mvns_ZDT4,0,0,,,,,IDS_AUSENTES
