alg,label,hosts,divergencias
e81,q10_ZDT4,v5=DIF:2;v6=DIF:2;vm3=DIF:2,exp_batch_e81_ZDT4_42.jsonl@v5(651590vs620) | exp_batch_e81_ZDT4_42.jsonl@v6(651590vs620) | exp_batch_e81_ZDT4_42.jsonl@vm3(651590vs2480) | exp_batch_e81_ZDT4_42.manifest.json@v5(28300vs1279) | exp_batch_e81_ZDT4_42.manifest.json@v6(28300vs1279) | exp_batch_e81_ZDT4_42.manifest.json@vm3(28300vs1279)
moead,BBOB_F1,vm3=OK:6,
moead,BBOB_F17,vm3=OK:6,
moead,BBOB_F22,vm3=OK:6,
moead,BBOB_F37,vm3=OK:6,
moead,BBOB_F49,vm3=OK:6,
moead,BBOB_F5,vm3=OK:6,
moead,BBOB_F55,vm3=OK:6,
moead,DTLZ1,vm3=OK:6,
moead,DTLZ2,vm3=OK:6,
moead,DTLZ3,vm3=OK:6,
moead,DTLZ4,vm3=OK:6,
moead,DTLZ7,vm3=OK:6,
moead,MMF1,vm3=OK:6,
moead,MMF11_L,vm3=OK:6,
moead,MMF16_20,vm3=OK:6,
moead,MMF4,vm3=OK:6,
moead,WFG1,vm3=OK:6,
moead,WFG2,vm3=OK:6,
moead,WFG4,vm3=OK:6,
moead,WFG5,vm3=OK:6,
moead,WFG9,vm3=OK:6,
moead,ZDT1,vm3=OK:6,
moead,ZDT3,vm3=OK:6,
moead,ZDT4,vm3=OK:6,
moead,ZDT6,vm3=OK:6,
moead_media,BBOB_F1,,
moead_media,BBOB_F17,,
moead_media,BBOB_F22,,
moead_media,BBOB_F37,,
moead_media,BBOB_F49,,
moead_media,BBOB_F5,,
moead_media,BBOB_F55,,
moead_media,DTLZ1,,
moead_media,DTLZ2,,
moead_media,DTLZ3,,
moead_media,DTLZ4,,
moead_media,DTLZ7,,
moead_media,MMF1,,
moead_media,MMF11_L,,
moead_media,MMF16_20,,
moead_media,MMF4,,
moead_media,WFG1,,
moead_media,WFG2,,
moead_media,WFG4,,
moead_media,WFG5,,
moead_media,WFG9,,
moead_media,ZDT1,,
moead_media,ZDT3,,
moead_media,ZDT4,,
moead_media,ZDT6,,
moead_media,swap_medium-lhs_DTLZ2,,
moead_media,swap_medium-lhs_MMF16_20,,
moead_media,swap_medium-lhs_WFG9,,
moead_media,swap_medium-lhs_ZDT1,,
moead_media,swap_medium-lhs_ZDT4,,
moead_media,swap_medium-mvns_DTLZ2,,
moead_media,swap_medium-mvns_MMF16_20,,
moead_media,swap_medium-mvns_WFG9,,
moead_media,swap_medium-mvns_ZDT1,,
moead_media,swap_medium-mvns_ZDT4,,
moead_media,swap_small-lhs_DTLZ2,,
moead_media,swap_small-lhs_MMF16_20,,
moead_media,swap_small-lhs_WFG9,,
moead_media,swap_small-lhs_ZDT1,,
moead_media,swap_small-lhs_ZDT4,,
moead_media,swap_small-mvns_DTLZ2,,
moead_media,swap_small-mvns_MMF16_20,,
moead_media,swap_small-mvns_WFG9,,
moead_media,swap_small-mvns_ZDT1,,
moead_media,swap_small-mvns_ZDT4,,
nsga2,BBOB_F1,vm3=OK:6,
nsga2,BBOB_F17,vm3=OK:6,
nsga2,BBOB_F22,vm3=OK:6,
nsga2,BBOB_F37,vm3=OK:6,
nsga2,BBOB_F49,vm3=OK:6,
nsga2,BBOB_F5,vm3=OK:6,
nsga2,BBOB_F55,vm3=OK:6,
nsga2,DTLZ1,vm3=OK:6,
nsga2,DTLZ2,vm3=OK:6,
nsga2,DTLZ3,vm3=OK:6,
nsga2,DTLZ4,vm3=OK:6,
nsga2,DTLZ7,vm3=OK:6,
nsga2,MMF1,vm3=OK:6,
nsga2,MMF11_L,vm3=OK:6,
nsga2,MMF16_20,vm3=OK:6,
nsga2,MMF4,vm3=OK:6,
nsga2,WFG1,vm3=OK:6,
nsga2,WFG2,vm3=OK:6,
nsga2,WFG4,vm3=OK:6,
nsga2,WFG5,vm3=OK:6,
nsga2,WFG9,vm3=OK:6,
nsga2,ZDT1,vm3=OK:6,
nsga2,ZDT3,vm3=OK:6,
nsga2,ZDT4,vm3=OK:6,
nsga2,ZDT6,vm3=OK:6,
nsga3,BBOB_F1,vm3=OK:6,
nsga3,BBOB_F17,vm3=OK:6,
nsga3,BBOB_F22,vm3=OK:6,
nsga3,BBOB_F37,vm3=OK:6,
nsga3,BBOB_F49,vm3=OK:6,
nsga3,BBOB_F5,vm3=OK:6,
nsga3,BBOB_F55,vm3=OK:6,
nsga3,DTLZ1,vm3=OK:6,
nsga3,DTLZ2,vm3=OK:6,
nsga3,DTLZ3,vm3=OK:6,
nsga3,DTLZ4,vm3=OK:6,
nsga3,DTLZ7,vm3=OK:6,
nsga3,MMF1,vm3=OK:6,
nsga3,MMF11_L,vm3=OK:6,
nsga3,MMF16_20,vm3=OK:6,
nsga3,MMF4,vm3=OK:6,
nsga3,WFG1,vm3=OK:6,
nsga3,WFG2,vm3=OK:6,
nsga3,WFG4,vm3=OK:6,
nsga3,WFG5,vm3=OK:6,
nsga3,WFG9,vm3=OK:6,
nsga3,ZDT1,vm3=OK:6,
nsga3,ZDT3,vm3=OK:6,
nsga3,ZDT4,vm3=OK:6,
nsga3,ZDT6,vm3=OK:6,
smsemoa,BBOB_F1,vm3=OK:6,
smsemoa,BBOB_F17,vm3=OK:6,
smsemoa,BBOB_F22,vm3=OK:6,
smsemoa,BBOB_F37,vm3=OK:6,
smsemoa,BBOB_F49,vm3=OK:6,
smsemoa,BBOB_F5,vm3=OK:6,
smsemoa,BBOB_F55,vm3=OK:6,
smsemoa,DTLZ1,vm3=OK:6,
smsemoa,DTLZ2,vm3=OK:6,
smsemoa,DTLZ3,vm3=OK:6,
smsemoa,DTLZ4,vm3=OK:6,
smsemoa,DTLZ7,vm3=OK:6,
smsemoa,MMF1,vm3=OK:6,
smsemoa,MMF11_L,vm3=OK:6,
smsemoa,MMF16_20,vm3=OK:6,
smsemoa,MMF4,vm3=OK:6,
smsemoa,WFG1,vm3=OK:6,
smsemoa,WFG2,vm3=OK:6,
smsemoa,WFG4,vm3=OK:6,
smsemoa,WFG5,vm3=OK:6,
smsemoa,WFG9,vm3=OK:6,
smsemoa,ZDT1,vm3=OK:6,
smsemoa,ZDT3,vm3=OK:6,
smsemoa,ZDT4,vm3=OK:6,
smsemoa,ZDT6,vm3=OK:6,
sobol_batch,q10_DTLZ2,v6=OK:6,
sobol_batch,q10_MMF16_20,v6=OK:6,
sobol_batch,q10_WFG9,v6=OK:6,
sobol_batch,q10_ZDT1,v6=OK:6,
sobol_batch,q10_ZDT4,v6=OK:6,
treed_media,swap_big-lhs_DTLZ2,,
treed_media,swap_big-lhs_MMF16_20,,
treed_media,swap_big-lhs_WFG9,,
treed_media,swap_big-lhs_ZDT1,,
treed_media,swap_big-lhs_ZDT4,,
treed_media,swap_big-mvns_DTLZ2,,
treed_media,swap_big-mvns_MMF16_20,,
treed_media,swap_big-mvns_WFG9,,
treed_media,swap_big-mvns_ZDT1,,
treed_media,swap_big-mvns_ZDT4,,
