alg,label,seed,status,n3,n_flag,n_cmp,sid_fora_L1,frac_exact,frac_1e6,max_dX,err
e103,DTLZ1,42,OK,59800,5016,5016,0,1.0,1.0,0.0,
e103,DTLZ2,42,OK,59800,4282,4282,0,1.0,1.0,0.0,
e103,DTLZ3,42,OK,59800,4468,4468,0,1.0,1.0,0.0,
e103,DTLZ4,42,OK,59800,1146,1146,0,1.0,1.0,0.0,
e103,DTLZ7,42,OK,59800,248,248,0,1.0,1.0,0.0,
e103,MMF1,42,OK,59800,5834,5834,0,1.0,1.0,0.0,
e103,MMF11_L,42,OK,59800,100,100,0,1.0,1.0,0.0,
e103,MMF16_20,42,OK,59800,4208,4208,0,1.0,1.0,0.0,
e103,MMF4,42,OK,59800,142,142,0,1.0,1.0,0.0,
e103,WFG1,42,OK,59800,16894,16894,0,1.0,1.0,0.0,
e103,WFG2,42,OK,59800,19218,19218,0,1.0,1.0,0.0,
e103,WFG4,42,OK,59800,10788,10788,0,1.0,1.0,0.0,
e103,WFG5,42,OK,59800,5176,5176,0,1.0,1.0,0.0,
e103,WFG9,42,OK,59800,3460,3460,0,1.0,1.0,0.0,
e103,ZDT1,42,OK,59800,232,232,0,1.0,1.0,0.0,
e103,ZDT3,42,OK,59800,474,474,0,1.0,1.0,0.0,
e103,ZDT4,42,OK,59800,1026,1026,0,1.0,1.0,0.0,
e103,ZDT6,42,OK,59800,1694,1694,0,1.0,1.0,0.0,
e103,swap_medium-lhs_DTLZ2,42,OK,59800,6530,6530,0,1.0,1.0,0.0,
e103,swap_medium-lhs_MMF16_20,42,OK,59800,2754,2754,0,1.0,1.0,0.0,
e103,swap_medium-lhs_WFG9,42,OK,59800,2536,2536,0,1.0,1.0,0.0,
e103,swap_medium-lhs_ZDT1,42,OK,59800,248,248,0,1.0,1.0,0.0,
e103,swap_medium-lhs_ZDT4,42,OK,59800,390,390,0,1.0,1.0,0.0,
e103,swap_medium-mvns_DTLZ2,42,OK,59800,4038,4038,0,1.0,1.0,0.0,
e103,swap_medium-mvns_MMF16_20,42,OK,59800,2120,2120,0,1.0,1.0,0.0,
e103,swap_medium-mvns_WFG9,42,OK,59800,15264,15264,0,1.0,1.0,0.0,
e103,swap_medium-mvns_ZDT1,42,OK,59800,300,300,0,1.0,1.0,0.0,
e103,swap_medium-mvns_ZDT4,42,OK,59800,598,598,0,1.0,1.0,0.0,
e103,swap_small-lhs_DTLZ2,42,OK,59800,4282,4282,0,1.0,1.0,0.0,
e103,swap_small-lhs_MMF16_20,42,OK,59800,4208,4208,0,1.0,1.0,0.0,
e103,swap_small-lhs_WFG9,42,OK,59800,3460,3460,0,1.0,1.0,0.0,
e103,swap_small-lhs_ZDT1,42,OK,59800,232,232,0,1.0,1.0,0.0,
e103,swap_small-lhs_ZDT4,42,OK,59800,1026,1026,0,1.0,1.0,0.0,
e103,swap_small-mvns_DTLZ2,42,OK,59800,1806,1806,0,1.0,1.0,0.0,
e103,swap_small-mvns_MMF16_20,42,OK,59800,4956,4956,0,1.0,1.0,0.0,
e103,swap_small-mvns_WFG9,42,OK,59800,9970,9970,0,1.0,1.0,0.0,
e103,swap_small-mvns_ZDT1,42,OK,59800,264,264,0,1.0,1.0,0.0,
e103,swap_small-mvns_ZDT4,42,OK,59800,302,302,0,1.0,1.0,0.0,
e7,BBOB_F1,42,OK,195400,453,453,0,1.0,1.0,0.0,
e7,BBOB_F17,42,OK,195400,801,801,0,1.0,1.0,0.0,
e7,BBOB_F22,42,OK,195400,619,619,0,1.0,1.0,0.0,
e7,BBOB_F37,42,OK,195400,557,557,0,1.0,1.0,0.0,
e7,BBOB_F49,42,OK,195400,664,664,0,1.0,1.0,0.0,
e7,BBOB_F5,42,OK,195400,553,553,0,1.0,1.0,0.0,
e7,BBOB_F55,42,OK,195400,446,446,0,1.0,1.0,0.0,
e7,DTLZ1,42,OK,137400,550,550,0,1.0,1.0,0.0,
e7,DTLZ2,42,OK,234000,910,910,0,1.0,1.0,0.0,
e7,DTLZ3,42,OK,234000,1036,1036,0,1.0,1.0,0.0,
e7,DTLZ4,42,OK,234000,920,920,0,1.0,1.0,0.0,
e7,DTLZ7,42,OK,427400,1270,1270,0,1.0,1.0,0.0,
e7,MMF1,42,OK,40700,312,312,0,1.0,1.0,0.0,
e7,MMF11_L,42,OK,40700,289,289,0,1.0,1.0,0.0,
e7,MMF16_20,42,OK,388700,1730,1730,0,1.0,1.0,0.0,
e7,MMF4,42,OK,40700,312,312,0,1.0,1.0,0.0,
e7,WFG1,42,OK,427400,1442,1442,0,1.0,1.0,0.0,
e7,WFG2,42,OK,427400,1681,1681,0,1.0,1.0,0.0,
e7,WFG4,42,OK,427400,1491,1491,0,1.0,1.0,0.0,
e7,WFG5,42,OK,427400,1301,1301,0,1.0,1.0,0.0,
e7,WFG9,42,OK,427400,1219,1219,0,1.0,1.0,0.0,
e7,ZDT1,42,OK,582000,1561,1561,0,1.0,1.0,0.0,
e7,ZDT3,42,OK,582000,1716,1716,0,1.0,1.0,0.0,
e7,ZDT4,42,OK,195400,665,665,0,1.0,1.0,0.0,
e7,ZDT6,42,OK,195400,542,542,0,1.0,1.0,0.0,
e74,BBOB_F1,42,OK,171702,1458,1458,0,1.0,1.0,0.0,
e74,BBOB_F17,42,OK,164702,1250,1250,0,1.0,1.0,0.0,
e74,BBOB_F22,42,OK,169202,2079,2079,0,1.0,1.0,0.0,
e74,BBOB_F37,42,OK,174002,3130,3130,0,1.0,1.0,0.0,
e74,BBOB_F49,42,OK,169302,1845,1845,0,1.0,1.0,0.0,
e74,BBOB_F5,42,OK,164902,1444,1444,0,1.0,1.0,0.0,
e74,BBOB_F55,42,OK,171502,2665,2665,0,1.0,1.0,0.0,
e74,DTLZ1,42,OK,109472,697,697,0,1.0,1.0,0.0,
e74,DTLZ2,42,OK,187703,400,400,0,1.0,1.0,0.0,
e74,DTLZ3,42,OK,190003,1055,1055,0,1.0,1.0,0.0,
e74,DTLZ4,42,OK,187703,403,403,0,1.0,1.0,0.0,
e74,DTLZ7,42,OK,378703,5476,5476,0,1.0,1.0,0.0,
e74,MMF1,42,OK,37846,110,110,0,1.0,1.0,0.0,
e74,MMF11_L,42,OK,38017,144,144,0,1.0,1.0,0.0,
e74,MMF16_20,42,OK,309703,688,688,0,1.0,1.0,0.0,
e74,MMF4,42,OK,31579,81,81,0,1.0,1.0,0.0,
e74,WFG1,42,OK,343902,758,758,0,1.0,1.0,0.0,
e74,WFG2,42,OK,358002,2939,2939,0,1.0,1.0,0.0,
e74,WFG4,42,OK,343902,760,760,0,1.0,1.0,0.0,
e74,WFG5,42,OK,341802,919,919,0,1.0,1.0,0.0,
e74,WFG9,42,OK,344102,1118,1118,0,1.0,1.0,0.0,
e74,ZDT1,42,OK,486602,3826,3826,0,1.0,1.0,0.0,
e74,ZDT3,42,OK,507302,6523,6523,0,1.0,1.0,0.0,
e74,ZDT4,42,OK,203702,6260,6260,0,1.0,1.0,0.0,
e74,ZDT6,42,OK,169202,2005,2005,0,1.0,1.0,0.0,
e81,BBOB_F1,42,OK,209394,200,200,0,1.0,1.0,0.0,
e81,BBOB_F17,42,OK,204873,200,200,0,1.0,1.0,0.0,
e81,BBOB_F22,42,OK,206041,200,200,0,1.0,1.0,0.0,
e81,BBOB_F37,42,OK,205350,200,200,0,1.0,1.0,0.0,
e81,BBOB_F49,42,OK,204532,200,200,0,1.0,1.0,0.0,
e81,BBOB_F5,42,OK,208475,200,200,0,1.0,1.0,0.0,
e81,BBOB_F55,42,OK,203682,200,200,0,1.0,1.0,0.0,
e81,DTLZ1,42,OK,157692,140,140,0,1.0,1.0,0.0,
e81,DTLZ2,42,OK,315749,240,240,0,1.0,1.0,0.0,
e81,DTLZ3,42,OK,277059,240,240,0,1.0,1.0,0.0,
e81,DTLZ4,42,OK,257514,240,240,0,1.0,1.0,0.0,
e81,DTLZ7,42,OK,503945,440,440,0,1.0,1.0,0.0,
e81,MMF1,42,OK,42710,40,40,0,1.0,1.0,0.0,
e81,MMF11_L,42,OK,45831,40,40,0,1.0,1.0,0.0,
e81,MMF16_20,42,OK,490568,400,400,0,1.0,1.0,0.0,
e81,MMF4,42,OK,42731,40,40,0,1.0,1.0,0.0,
e81,WFG1,42,OK,458401,440,440,0,1.0,1.0,0.0,
e81,WFG2,42,OK,452714,440,440,0,1.0,1.0,0.0,
e81,WFG4,42,OK,457690,440,440,0,1.0,1.0,0.0,
e81,WFG5,42,OK,459009,440,440,0,1.0,1.0,0.0,
e81,WFG9,42,OK,450128,440,440,0,1.0,1.0,0.0,
e81,ZDT1,42,OK,621070,600,600,0,1.0,1.0,0.0,
e81,ZDT3,42,OK,616499,600,600,0,1.0,1.0,0.0,
e81,ZDT4,42,OK,204667,200,200,0,1.0,1.0,0.0,
e81,ZDT6,42,OK,205620,200,200,0,1.0,1.0,0.0,
e81,q10_DTLZ2,42,OK,277043,2000,2000,0,1.0,1.0,0.0,
e81,q10_MMF16_20,42,OK,389970,2000,2000,0,1.0,1.0,0.0,
e81,q10_WFG9,42,OK,205967,2000,2000,0,1.0,1.0,0.0,
e81,q10_ZDT1,42,OK,208814,2000,2000,0,1.0,1.0,0.0,
e81,q10_ZDT4,42,OK,204678,2000,2000,0,1.0,1.0,0.0,
moead,BBOB_F1,42,empty_L3,0,,,,,,,
moead,BBOB_F17,42,empty_L3,0,,,,,,,
moead,BBOB_F22,42,empty_L3,0,,,,,,,
moead,BBOB_F37,42,empty_L3,0,,,,,,,
moead,BBOB_F49,42,empty_L3,0,,,,,,,
moead,BBOB_F5,42,empty_L3,0,,,,,,,
moead,BBOB_F55,42,empty_L3,0,,,,,,,
moead,DTLZ1,42,empty_L3,0,,,,,,,
moead,DTLZ2,42,empty_L3,0,,,,,,,
moead,DTLZ3,42,empty_L3,0,,,,,,,
moead,DTLZ4,42,empty_L3,0,,,,,,,
moead,DTLZ7,42,empty_L3,0,,,,,,,
moead,MMF1,42,empty_L3,0,,,,,,,
moead,MMF11_L,42,empty_L3,0,,,,,,,
moead,MMF16_20,42,empty_L3,0,,,,,,,
moead,MMF4,42,empty_L3,0,,,,,,,
moead,WFG1,42,empty_L3,0,,,,,,,
moead,WFG2,42,empty_L3,0,,,,,,,
moead,WFG4,42,empty_L3,0,,,,,,,
moead,WFG5,42,empty_L3,0,,,,,,,
moead,WFG9,42,empty_L3,0,,,,,,,
moead,ZDT1,42,empty_L3,0,,,,,,,
moead,ZDT3,42,empty_L3,0,,,,,,,
moead,ZDT4,42,empty_L3,0,,,,,,,
moead,ZDT6,42,empty_L3,0,,,,,,,
moead_media,BBOB_F1,42,no_flagged,60050,0,,,,,,
moead_media,BBOB_F17,42,no_flagged,60050,0,,,,,,
moead_media,BBOB_F22,42,no_flagged,60050,0,,,,,,
moead_media,BBOB_F37,42,no_flagged,60050,0,,,,,,
moead_media,BBOB_F49,42,no_flagged,60050,0,,,,,,
moead_media,BBOB_F5,42,no_flagged,60050,0,,,,,,
moead_media,BBOB_F55,42,no_flagged,60050,0,,,,,,
moead_media,DTLZ1,42,no_flagged,60005,0,,,,,,
moead_media,DTLZ2,42,no_flagged,60005,0,,,,,,
moead_media,DTLZ3,42,no_flagged,60005,0,,,,,,
moead_media,DTLZ4,42,no_flagged,60005,0,,,,,,
moead_media,DTLZ7,42,no_flagged,60005,0,,,,,,
moead_media,MMF1,42,no_flagged,60050,0,,,,,,
moead_media,MMF11_L,42,no_flagged,60050,0,,,,,,
moead_media,MMF16_20,42,no_flagged,60005,0,,,,,,
moead_media,MMF4,42,no_flagged,60050,0,,,,,,
moead_media,WFG1,42,no_flagged,60050,0,,,,,,
moead_media,WFG2,42,no_flagged,60050,0,,,,,,
moead_media,WFG4,42,no_flagged,60050,0,,,,,,
moead_media,WFG5,42,no_flagged,60050,0,,,,,,
moead_media,WFG9,42,no_flagged,60050,0,,,,,,
moead_media,ZDT1,42,no_flagged,60050,0,,,,,,
moead_media,ZDT3,42,no_flagged,60050,0,,,,,,
moead_media,ZDT4,42,no_flagged,60050,0,,,,,,
moead_media,ZDT6,42,no_flagged,60050,0,,,,,,
moead_media,swap_medium-lhs_DTLZ2,42,no_flagged,60005,0,,,,,,
moead_media,swap_medium-lhs_MMF16_20,42,no_flagged,60005,0,,,,,,
moead_media,swap_medium-lhs_WFG9,42,no_flagged,60050,0,,,,,,
moead_media,swap_medium-lhs_ZDT1,42,no_flagged,60050,0,,,,,,
moead_media,swap_medium-lhs_ZDT4,42,no_flagged,60050,0,,,,,,
moead_media,swap_medium-mvns_DTLZ2,42,no_flagged,60005,0,,,,,,
moead_media,swap_medium-mvns_MMF16_20,42,no_flagged,60005,0,,,,,,
moead_media,swap_medium-mvns_WFG9,42,no_flagged,60050,0,,,,,,
moead_media,swap_medium-mvns_ZDT1,42,no_flagged,60050,0,,,,,,
moead_media,swap_medium-mvns_ZDT4,42,no_flagged,60050,0,,,,,,
moead_media,swap_small-lhs_DTLZ2,42,no_flagged,60005,0,,,,,,
moead_media,swap_small-lhs_MMF16_20,42,no_flagged,60005,0,,,,,,
moead_media,swap_small-lhs_WFG9,42,no_flagged,60050,0,,,,,,
moead_media,swap_small-lhs_ZDT1,42,no_flagged,60050,0,,,,,,
moead_media,swap_small-lhs_ZDT4,42,no_flagged,60050,0,,,,,,
moead_media,swap_small-mvns_DTLZ2,42,no_flagged,60005,0,,,,,,
moead_media,swap_small-mvns_MMF16_20,42,no_flagged,60005,0,,,,,,
moead_media,swap_small-mvns_WFG9,42,no_flagged,60050,0,,,,,,
moead_media,swap_small-mvns_ZDT1,42,no_flagged,60050,0,,,,,,
moead_media,swap_small-mvns_ZDT4,42,no_flagged,60050,0,,,,,,
nsga2,BBOB_F1,42,empty_L3,0,,,,,,,
nsga2,BBOB_F17,42,empty_L3,0,,,,,,,
nsga2,BBOB_F22,42,empty_L3,0,,,,,,,
nsga2,BBOB_F37,42,empty_L3,0,,,,,,,
nsga2,BBOB_F49,42,empty_L3,0,,,,,,,
nsga2,BBOB_F5,42,empty_L3,0,,,,,,,
nsga2,BBOB_F55,42,empty_L3,0,,,,,,,
nsga2,DTLZ1,42,empty_L3,0,,,,,,,
nsga2,DTLZ2,42,empty_L3,0,,,,,,,
nsga2,DTLZ3,42,empty_L3,0,,,,,,,
nsga2,DTLZ4,42,empty_L3,0,,,,,,,
nsga2,DTLZ7,42,empty_L3,0,,,,,,,
nsga2,MMF1,42,empty_L3,0,,,,,,,
nsga2,MMF11_L,42,empty_L3,0,,,,,,,
nsga2,MMF16_20,42,empty_L3,0,,,,,,,
nsga2,MMF4,42,empty_L3,0,,,,,,,
nsga2,WFG1,42,empty_L3,0,,,,,,,
nsga2,WFG2,42,empty_L3,0,,,,,,,
nsga2,WFG4,42,empty_L3,0,,,,,,,
nsga2,WFG5,42,empty_L3,0,,,,,,,
nsga2,WFG9,42,empty_L3,0,,,,,,,
nsga2,ZDT1,42,empty_L3,0,,,,,,,
nsga2,ZDT3,42,empty_L3,0,,,,,,,
nsga2,ZDT4,42,empty_L3,0,,,,,,,
nsga2,ZDT6,42,empty_L3,0,,,,,,,
nsga3,BBOB_F1,42,empty_L3,0,,,,,,,
nsga3,BBOB_F17,42,empty_L3,0,,,,,,,
nsga3,BBOB_F22,42,empty_L3,0,,,,,,,
nsga3,BBOB_F37,42,empty_L3,0,,,,,,,
nsga3,BBOB_F49,42,empty_L3,0,,,,,,,
nsga3,BBOB_F5,42,empty_L3,0,,,,,,,
nsga3,BBOB_F55,42,empty_L3,0,,,,,,,
nsga3,DTLZ1,42,empty_L3,0,,,,,,,
nsga3,DTLZ2,42,empty_L3,0,,,,,,,
nsga3,DTLZ3,42,empty_L3,0,,,,,,,
nsga3,DTLZ4,42,empty_L3,0,,,,,,,
nsga3,DTLZ7,42,empty_L3,0,,,,,,,
nsga3,MMF1,42,empty_L3,0,,,,,,,
nsga3,MMF11_L,42,empty_L3,0,,,,,,,
nsga3,MMF16_20,42,empty_L3,0,,,,,,,
nsga3,MMF4,42,empty_L3,0,,,,,,,
nsga3,WFG1,42,empty_L3,0,,,,,,,
nsga3,WFG2,42,empty_L3,0,,,,,,,
nsga3,WFG4,42,empty_L3,0,,,,,,,
nsga3,WFG5,42,empty_L3,0,,,,,,,
nsga3,WFG9,42,empty_L3,0,,,,,,,
nsga3,ZDT1,42,empty_L3,0,,,,,,,
nsga3,ZDT3,42,empty_L3,0,,,,,,,
nsga3,ZDT4,42,empty_L3,0,,,,,,,
nsga3,ZDT6,42,empty_L3,0,,,,,,,
smsemoa,BBOB_F1,42,empty_L3,0,,,,,,,
smsemoa,BBOB_F17,42,empty_L3,0,,,,,,,
smsemoa,BBOB_F22,42,empty_L3,0,,,,,,,
smsemoa,BBOB_F37,42,empty_L3,0,,,,,,,
smsemoa,BBOB_F49,42,empty_L3,0,,,,,,,
smsemoa,BBOB_F5,42,empty_L3,0,,,,,,,
smsemoa,BBOB_F55,42,empty_L3,0,,,,,,,
smsemoa,DTLZ1,42,empty_L3,0,,,,,,,
smsemoa,DTLZ2,42,empty_L3,0,,,,,,,
smsemoa,DTLZ3,42,empty_L3,0,,,,,,,
smsemoa,DTLZ4,42,empty_L3,0,,,,,,,
smsemoa,DTLZ7,42,empty_L3,0,,,,,,,
smsemoa,MMF1,42,empty_L3,0,,,,,,,
smsemoa,MMF11_L,42,empty_L3,0,,,,,,,
smsemoa,MMF16_20,42,empty_L3,0,,,,,,,
smsemoa,MMF4,42,empty_L3,0,,,,,,,
smsemoa,WFG1,42,empty_L3,0,,,,,,,
smsemoa,WFG2,42,empty_L3,0,,,,,,,
smsemoa,WFG4,42,empty_L3,0,,,,,,,
smsemoa,WFG5,42,empty_L3,0,,,,,,,
smsemoa,WFG9,42,empty_L3,0,,,,,,,
smsemoa,ZDT1,42,empty_L3,0,,,,,,,
smsemoa,ZDT3,42,empty_L3,0,,,,,,,
smsemoa,ZDT4,42,empty_L3,0,,,,,,,
smsemoa,ZDT6,42,empty_L3,0,,,,,,,
sobol_batch,q10_DTLZ2,42,empty_L3,0,,,,,,,
sobol_batch,q10_MMF16_20,42,empty_L3,0,,,,,,,
sobol_batch,q10_WFG9,42,empty_L3,0,,,,,,,
sobol_batch,q10_ZDT1,42,empty_L3,0,,,,,,,
sobol_batch,q10_ZDT4,42,empty_L3,0,,,,,,,
treed_media,swap_big-lhs_DTLZ2,42,no_flagged,124895,0,,,,,,
treed_media,swap_big-lhs_MMF16_20,42,no_flagged,124818,0,,,,,,
treed_media,swap_big-lhs_WFG9,42,no_flagged,65294,0,,,,,,
treed_media,swap_big-lhs_ZDT1,42,no_flagged,69874,0,,,,,,
treed_media,swap_big-lhs_ZDT4,42,no_flagged,57073,0,,,,,,
treed_media,swap_big-mvns_DTLZ2,42,no_flagged,121957,0,,,,,,
treed_media,swap_big-mvns_MMF16_20,42,no_flagged,121102,0,,,,,,
treed_media,swap_big-mvns_WFG9,42,no_flagged,66596,0,,,,,,
treed_media,swap_big-mvns_ZDT1,42,no_flagged,67737,0,,,,,,
treed_media,swap_big-mvns_ZDT4,42,no_flagged,57281,0,,,,,,
